#Tss of all genes are sorted based on their expression levels (FPKM) from low to high, Every set should have 3185 genes if divided into five sets.
#Chr Position Strand 
2 12383633 -1
4 54703183 1
5 49641835 1
6 108955 -1
4 66916532 1
1 5569915 -1
2 509511 -1
6 50664356 1
2 62617771 1
10 14222038 1
8 4403552 -1
2 10349315 -1
8 52430792 1
2 64156459 -1
5 9047209 1
4 1338857 1
3 67235857 1
6 59152518 1
9 59191426 -1
4 60859592 -1
2 21531195 1
3 69084169 1
7 57495215 1
1 871175 1
6 61597507 -1
1 56055677 -1
10 2247068 1
1 58076409 -1
1 21983090 -1
1 2478639 -1
5 15062187 -1
1 53750295 -1
1 69927940 1
3 61903570 -1
6 55235084 1
6 53552395 1
4 62354445 -1
1 4707057 -1
2 72937296 -1
9 49053770 -1
2 7049938 -1
6 53445548 -1
2 1047925 -1
1 31109238 -1
2 2285811 -1
1 68611741 -1
8 30538908 1
4 64249819 -1
2 71066288 -1
1 73686043 -1
2 22464637 -1
10 46709419 1
1 1456672 -1
3 67471657 -1
10 4636524 1
4 57145498 1
5 50831881 -1
10 58240628 1
3 67842920 -1
5 1737691 -1
1 14492806 -1
2 56766751 -1
4 57503833 -1
8 54584837 -1
4 58803659 1
9 107110 -1
2 74526258 -1
10 7926567 -1
3 69952885 1
1 2653583 1
5 12874874 -1
6 57836494 1
2 2964105 -1
1 1682184 -1
4 43481746 -1
10 52675382 1
8 388193 1
1 66490032 1
7 7617971 1
10 60605592 -1
6 54181645 -1
8 7834340 1
1 56215193 1
9 48737196 -1
1 70671446 -1
1 53566003 -1
1 66160742 1
8 6587610 1
2 61572631 1
6 625823 -1
4 64775144 1
8 41742153 -1
4 54104892 1
1 6404709 1
1 15447221 1
8 53116881 1
3 11041228 -1
1 61071440 -1
5 289605 1
3 53807492 1
2 65929601 -1
8 6841487 1
10 5532849 -1
3 70858445 -1
6 61968786 -1
5 9344942 1
7 5134529 -1
8 11535504 1
1 19807673 1
10 48626200 1
1 7077879 -1
10 9720101 -1
9 2460008 -1
3 9685599 -1
2 64730617 -1
3 66308497 1
1 66922855 1
5 350862 -1
3 74151203 1
7 6277436 -1
8 51239123 1
1 19615519 -1
3 9183421 1
6 39921352 -1
1 56845559 -1
3 66526182 -1
6 48778890 -1
2 77140295 -1
3 11459254 -1
9 56947213 1
4 3192626 -1
10 17946640 -1
4 60449814 1
10 491987 -1
8 40228737 -1
1 22998330 -1
4 66968820 1
2 57447533 1
2 61076692 -1
4 60361360 -1
3 60380173 -1
5 48526940 1
1 66572572 -1
10 5528454 -1
5 16211823 -1
1 834689 -1
10 11895550 -1
10 58347645 -1
2 52345142 1
10 2560163 -1
4 10800584 1
3 15092724 -1
7 6159034 1
6 58851913 1
3 72201103 -1
2 14315304 -1
5 35929690 1
7 57288818 1
1 1311550 -1
1 70441322 -1
7 2686349 -1
5 55168428 -1
10 55932311 1
3 62158992 -1
9 3111172 1
10 7935200 -1
9 4014463 -1
2 5659100 1
2 65871986 1
2 66559498 -1
4 53284322 1
3 64832801 -1
10 158864 1
6 49821056 -1
2 63499795 1
3 4614340 1
3 65049249 1
3 72161519 -1
9 58995281 -1
1 53909297 1
2 4985584 1
10 9771807 -1
9 1896466 1
10 2543672 1
3 10471935 1
7 54488450 1
1 60188247 1
4 48571924 1
1 67516825 1
1 3302963 1
4 7189888 -1
4 50887588 1
3 72184451 -1
8 50801667 -1
1 8780502 1
4 52107144 -1
6 51222451 -1
1 51557778 -1
1 7266744 1
10 6000617 -1
9 5909067 1
9 45683509 1
2 44080939 -1
1 73827656 -1
8 54993211 1
3 61058021 1
6 48181839 1
8 6489722 -1
4 57032071 -1
1 58494970 -1
9 143800 -1
2 70176271 1
1 19848918 -1
3 61576052 1
9 1228973 -1
1 22010184 1
3 55889328 1
6 5706076 -1
6 43169234 1
1 56057171 -1
1 17071194 -1
3 66864117 -1
5 652041 -1
9 58080819 -1
3 7261612 -1
6 48665290 1
4 4710144 1
6 54264776 -1
5 61009529 1
1 61573783 1
1 344303 1
3 3102812 -1
1 11790673 -1
3 55628262 -1
3 5028589 1
5 46249168 -1
2 64153440 -1
2 68443921 1
7 2609316 -1
3 63065567 -1
4 47452876 1
9 52108911 1
9 54510949 1
2 56551614 1
2 633452 -1
3 9958262 1
7 62012891 -1
1 57402547 -1
3 65236723 1
10 2107007 1
2 68620876 1
7 62632725 1
10 1399906 1
6 57534874 1
4 2758722 1
3 10860482 -1
4 52973341 1
2 61948628 1
1 7514407 -1
1 54589905 -1
1 399792 -1
9 1199603 1
3 2488207 -1
6 47584192 -1
4 56563278 -1
8 50232087 -1
2 67665441 -1
6 50736218 1
1 29500390 -1
1 69243502 1
2 76682012 -1
6 50899780 -1
3 53063011 -1
6 61452545 1
3 71746217 -1
8 7609747 -1
1 54675856 -1
4 14215980 1
4 64569142 -1
2 276166 -1
10 60419015 -1
4 4578103 1
8 51556992 1
6 55789430 -1
9 10700524 -1
6 56939958 1
10 6763980 1
2 52512483 -1
10 50665166 1
9 58771425 -1
7 62765006 1
3 61677610 1
6 38005107 -1
3 73282637 -1
9 2892047 -1
9 51207854 1
1 63650946 1
10 23093476 1
9 5796528 -1
1 5376660 1
6 46551129 1
4 3301314 1
1 53233764 1
2 49761622 -1
3 4416528 1
4 59032991 1
9 3031286 -1
4 4332361 -1
9 47374554 -1
1 64561326 1
3 50703846 1
1 61793131 1
1 16835360 1
4 61378308 1
8 1161703 -1
2 75868534 -1
2 70180391 -1
2 73845930 -1
1 57956495 1
9 3034391 -1
7 53640854 1
4 10312656 -1
1 63398849 1
8 47926532 1
4 62347252 1
1 4394027 -1
9 1840562 -1
7 60859037 1
4 8599637 -1
9 55143647 -1
10 23901106 1
6 54400944 -1
2 41900919 1
4 52412026 -1
2 71683548 1
1 7094963 1
2 62165515 -1
7 56087142 1
4 60313093 -1
3 8350719 1
3 68814739 -1
3 71136560 -1
6 58450993 -1
3 6616026 1
6 32147765 -1
6 58384408 1
2 75941442 -1
8 3005977 -1
6 59467021 1
3 60195128 1
8 1460968 1
3 60623051 1
1 49893033 -1
10 58655420 1
3 72831274 1
6 56427045 1
3 5186228 1
9 54628925 -1
6 54193170 -1
3 65159654 1
4 62714979 1
4 44795759 1
1 7592136 1
4 65567761 1
9 3543415 -1
7 2800470 -1
2 69661134 1
1 11143876 -1
2 63490409 1
1 71598177 -1
10 55624066 -1
9 1224431 -1
4 5696938 1
2 74069373 -1
2 69165297 -1
7 5467279 -1
9 14905628 -1
9 57675700 -1
1 5533720 1
1 9543021 -1
1 18927396 1
1 66365502 1
5 62210896 1
1 8135568 1
3 442876 -1
2 3870547 1
7 7667216 1
2 29518212 -1
10 3117312 1
4 59383370 1
4 53316889 1
2 61131324 -1
1 67127285 -1
6 39105848 1
2 68962608 -1
3 7697111 1
9 52970375 -1
1 8768700 1
1 52681931 -1
2 61082131 -1
4 6054084 -1
6 1848314 -1
8 7824895 -1
9 5312485 -1
1 66043265 1
10 55495595 1
2 72420970 1
3 16672211 -1
2 75895058 1
2 65171292 -1
1 14089643 -1
1 19781779 1
2 1107098 1
2 44080939 -1
6 51124793 -1
8 54068684 -1
3 2027808 1
3 68998403 -1
1 70335146 -1
2 6062962 -1
8 4209082 -1
4 1571004 1
6 57506105 -1
8 42833876 -1
10 1669951 -1
2 72407297 -1
4 11593379 1
10 1229194 1
9 8616692 -1
2 17104295 1
4 301810 1
2 57143691 -1
5 56844350 1
6 769358 1
1 1510678 -1
1 71658494 -1
9 2275064 1
3 56104578 1
1 58108449 1
1 55684998 1
5 12086017 1
2 68087447 -1
10 5279923 1
4 50750394 -1
6 47000147 -1
3 57227760 1
8 49391856 1
1 7162903 -1
4 22730718 -1
1 67030527 -1
7 7086984 -1
8 5631814 1
5 19217490 1
10 1821945 -1
2 49262219 1
1 22688611 1
6 54143950 -1
7 51584053 1
7 38706900 1
3 2383195 1
3 60850210 1
2 72903061 1
1 60599778 1
7 2972095 1
8 4664230 1
3 57928963 1
1 56118012 -1
1 8135568 1
3 11666833 1
7 2629477 -1
9 173602 1
7 3100030 -1
2 57151453 1
7 52758032 -1
9 54054669 -1
3 67904983 1
8 44720728 1
5 44371979 1
4 67567668 -1
2 63099302 1
6 8900738 -1
6 7337696 1
4 53297996 -1
8 43280101 1
3 50329950 1
1 8109104 -1
6 6015070 1
10 48863315 1
10 1553098 -1
5 62203951 1
2 76832798 -1
4 11150661 -1
7 7802245 1
7 55445122 -1
3 61435710 -1
1 60946391 1
3 18288797 1
3 67622695 1
9 51488720 1
6 54109058 -1
8 972494 1
8 4150237 -1
4 6087398 -1
5 4112854 -1
2 13717415 1
8 44867085 1
1 69037418 -1
7 62217676 -1
4 59508537 1
5 44245374 -1
4 7527562 -1
10 57337756 -1
10 13835913 -1
9 53324808 1
7 57890002 1
4 52999176 -1
3 55924269 -1
3 260549 1
5 56847552 -1
4 58889266 1
10 47125535 -1
2 21259380 -1
2 75654361 1
10 60742768 1
1 1510678 -1
3 66254463 -1
1 56528516 -1
7 63858974 -1
5 58281198 -1
5 57403187 1
8 1156783 -1
1 54770099 -1
5 55741171 -1
3 68906810 -1
1 71967664 1
7 438704 1
3 5440518 1
1 54121065 1
8 53975155 -1
2 68353762 1
3 61501894 -1
4 61232246 -1
1 8412454 1
1 40669343 -1
3 58785538 1
6 52458665 -1
6 4679528 -1
2 59347562 1
2 58736615 1
6 55600239 -1
8 17962683 1
4 11250762 1
10 60791496 1
1 62127977 -1
7 50912987 1
9 50715734 -1
2 4753198 1
1 54410261 -1
9 56708015 -1
5 12512513 1
10 59314980 1
7 58774471 1
6 51931657 -1
5 3142889 -1
9 50442166 1
10 6284406 1
1 5565329 1
10 38300289 -1
1 68327849 -1
6 48019430 -1
8 45079267 -1
2 56058709 1
10 55532525 1
2 72626323 -1
3 53330206 -1
4 53821954 1
5 58668964 -1
4 64104878 -1
5 42712436 -1
8 219484 1
6 42050228 -1
1 71768824 1
4 57859449 1
1 67456087 -1
8 4198365 1
4 63731755 1
9 84652 -1
9 58120977 -1
1 16974041 1
10 54429734 -1
3 7732499 -1
1 60158669 -1
1 59700779 1
1 9661815 -1
8 52732258 1
3 53492348 -1
1 65253471 -1
5 13536922 -1
3 73896359 -1
9 10690577 1
7 62109006 1
10 1161988 -1
9 44512569 -1
1 63218069 -1
5 5071608 -1
4 55565542 -1
6 49258851 -1
1 50382255 1
6 56623080 -1
9 53103819 1
4 60195696 -1
2 60425253 1
2 58420421 -1
1 64787966 -1
9 50344724 -1
4 63161476 1
3 67896740 1
1 43989784 -1
3 66100608 1
5 60109974 1
1 55504829 -1
3 15352879 1
7 2937747 -1
4 66550841 -1
2 6246310 -1
2 20915723 1
8 44732162 -1
9 49945722 -1
7 58147262 1
7 8628050 1
1 14004814 -1
10 49368615 -1
2 8698984 -1
1 3227616 -1
10 59342938 -1
8 437114 -1
8 48189973 -1
9 55950070 -1
6 53310977 -1
1 64675680 -1
2 2884922 1
4 5026095 -1
6 49073953 -1
10 59528805 1
4 66838434 1
3 28483196 -1
1 53153369 -1
5 12859383 -1
4 61388708 -1
3 4419954 1
5 54367945 -1
10 520283 -1
5 60889869 1
2 46895833 1
2 72263748 -1
7 61974763 -1
3 5452216 1
1 51527853 1
2 64442750 1
8 1569808 1
3 59329325 -1
5 52454391 1
10 931682 -1
6 52821649 -1
7 496511 1
10 47833468 -1
2 58732724 -1
1 7868309 -1
7 62850092 1
1 67943230 -1
2 4031952 1
9 53115300 1
4 12485789 1
2 5931366 -1
2 70654827 -1
1 10103654 1
7 11726094 1
10 56191843 -1
6 56059623 -1
3 5791352 -1
4 65668258 1
10 11375216 1
6 60907482 -1
3 992902 -1
9 56316042 1
4 67744993 1
6 1841084 -1
3 62870345 -1
2 76225266 -1
2 3063859 1
1 62467335 -1
3 2220032 1
2 69101611 -1
1 5865377 1
9 782684 1
8 3641108 1
3 10852945 1
3 65388656 1
3 63478748 -1
4 53417738 1
9 45436527 -1
7 37773099 1
3 61924584 -1
1 61847996 -1
10 59486884 1
5 1989367 -1
8 51557012 1
10 7153897 -1
10 60723913 -1
1 2910716 1
7 52754072 -1
4 62353027 -1
1 57637631 -1
2 75162815 -1
1 10293931 1
4 55017792 1
10 59143595 1
7 50236890 -1
1 1448310 -1
1 15507776 1
1 53194977 1
1 5117368 -1
5 10796069 1
6 52443005 -1
6 57460927 1
2 72357761 1
4 3253734 1
3 60725524 1
1 55657279 1
10 48579713 -1
2 1585759 -1
1 3833932 1
10 22468170 1
6 60017774 -1
3 6913095 -1
4 54173019 -1
4 67129249 -1
3 74264051 -1
2 65201554 -1
1 3623287 -1
10 54123911 1
3 15159753 -1
2 13504920 1
10 50282985 -1
2 75120830 1
4 8652313 -1
2 63172322 1
3 59460114 -1
2 73583374 1
4 53069238 -1
1 19956052 -1
5 15133033 1
7 22611108 1
8 5036183 -1
10 52598255 -1
9 53496613 1
8 48788839 -1
4 66838434 1
10 2857159 -1
4 61884692 -1
3 11355008 -1
2 4605941 -1
6 1778284 -1
4 58096498 -1
1 58245196 1
1 18025615 1
1 59868128 -1
7 2905500 -1
4 58809956 -1
5 62237296 -1
7 8637581 -1
1 65521097 -1
4 2647052 -1
10 59825355 1
10 7435606 -1
2 69458085 1
5 60360741 1
8 54199808 -1
1 1601381 -1
10 60176695 -1
2 52385998 -1
3 70002678 -1
4 63314277 -1
3 51550241 -1
10 53013993 1
7 56197166 1
6 54445727 -1
6 44569480 1
3 1210270 1
4 12188086 -1
4 60173445 -1
9 56340875 1
6 47594703 -1
4 8789642 -1
9 54598240 1
8 14603352 1
4 66529846 1
8 1172166 -1
8 55390939 1
2 66615833 -1
5 49804807 1
10 53907378 1
8 5081317 1
1 27568210 1
5 12922795 1
3 61445655 1
7 48886002 1
3 49668662 1
5 8491279 1
7 7794920 -1
9 35767742 1
1 260203 1
6 6718724 1
4 52271704 1
6 54185357 -1
5 49927265 1
4 1338717 -1
10 13462074 1
3 57184908 1
3 13639215 -1
2 64404015 -1
2 75030561 1
1 3230100 1
1 8383728 -1
4 47480585 1
1 60511388 1
6 1887700 -1
9 6728382 1
7 59945529 1
1 5095313 1
3 57435217 -1
10 56337896 1
2 57047182 -1
1 16479147 -1
2 6850910 -1
9 15023775 1
1 584782 -1
4 53313114 1
1 59878541 -1
5 6234305 -1
4 2630862 1
3 53180133 1
3 8483908 -1
5 12660864 1
9 57420009 1
9 1044746 1
7 62603957 1
1 21074154 1
7 61486878 1
5 5372572 1
2 70998257 1
4 56733873 1
3 4976355 1
3 57331086 1
4 65841101 1
1 7616503 -1
4 4384138 1
5 52323868 -1
1 73293134 1
9 50108132 1
2 64798589 1
4 50048912 1
5 62130914 1
1 58121365 -1
1 66458073 -1
8 55252203 1
3 2150233 -1
7 62167822 1
1 73357737 1
6 55738992 1
7 62094632 1
1 9371701 -1
6 58038311 -1
3 71955195 -1
10 7290966 -1
7 64305272 -1
1 63383509 1
2 63873877 1
2 15946868 1
10 14517621 1
3 68196980 1
1 15262791 1
1 11610666 -1
4 65216733 -1
5 55773966 1
1 11992607 -1
3 4171415 1
3 72734332 -1
9 58011550 1
1 16714895 1
4 63428386 -1
2 67977411 -1
3 59640344 1
7 57739193 1
1 65958347 -1
1 383146 1
2 70868373 1
1 11960587 -1
1 64791352 1
10 7131702 -1
10 9880666 1
9 47374554 -1
8 4172650 -1
3 5039280 1
6 43222431 1
10 52598116 -1
2 71529764 -1
3 66159540 -1
10 12569185 -1
10 20433728 -1
9 5538591 1
1 51132380 1
2 7762124 1
1 72254838 -1
2 61454094 1
10 1159691 -1
1 10113449 1
5 42518015 -1
2 1960663 -1
8 49717725 -1
8 9825625 1
3 49812363 -1
4 59078473 1
1 73328507 -1
4 52867157 -1
9 63983 -1
10 51379222 -1
3 49812363 -1
7 7306801 1
10 58080424 -1
3 14264794 -1
4 65776650 -1
1 27083740 -1
5 62141201 -1
8 11285482 1
8 6833779 -1
9 47269877 1
3 66498734 1
7 9628614 1
2 65260441 -1
1 63629242 -1
2 68936151 1
4 5753536 -1
7 57532741 -1
6 1384307 -1
1 66442607 1
2 75301837 -1
2 70935185 -1
4 2764496 1
2 71266947 1
1 54742280 1
1 9837450 -1
1 21739529 -1
1 19182983 -1
3 48953670 -1
1 56533367 1
1 5320320 -1
10 52339106 -1
10 140438 -1
4 178138 -1
1 62822809 -1
5 13730161 -1
9 4092234 -1
4 52215375 1
7 2908891 1
4 56655594 -1
4 59763060 -1
3 1334517 1
6 60976038 -1
9 996360 1
10 46128043 -1
10 8468553 -1
1 66005395 1
10 2959270 -1
7 62438394 1
1 60417343 -1
3 69693232 1
3 72282865 -1
9 53338129 1
3 63677530 -1
4 60157928 1
5 1895616 1
1 63031922 -1
2 598497 1
10 60561101 -1
1 5493060 -1
1 65758468 -1
9 52175771 1
2 68512626 -1
5 55680511 -1
4 61466877 1
1 66152707 1
1 1304834 -1
2 64318692 -1
1 51771844 -1
5 61648088 -1
7 64220400 -1
2 70539656 -1
2 301144 -1
1 7454757 -1
5 17754630 -1
7 61172979 -1
10 2831485 1
7 45088726 -1
3 60887735 1
6 54606188 -1
4 52776401 -1
1 63800785 -1
2 4132744 -1
9 56457574 -1
6 61142313 -1
4 11147211 1
1 68019808 -1
3 64002937 1
9 55776648 -1
6 6353620 1
8 6222068 1
8 48572749 1
6 48679916 -1
3 15856623 1
3 5146108 -1
10 7948414 1
1 62780675 -1
2 61476596 1
3 9501569 -1
4 58741756 1
9 56256643 1
3 55495666 -1
4 2620087 -1
6 52595770 1
2 13244699 -1
1 22998330 -1
9 51691281 1
4 49597898 -1
9 50194231 1
8 40161513 1
6 50547878 -1
2 76245289 1
9 2582255 1
2 72381738 1
3 54679144 -1
8 2467888 -1
8 3600098 -1
6 61030671 -1
2 63558887 -1
1 59847212 -1
6 1537265 -1
1 4958049 1
5 2200641 1
1 11049215 -1
4 2030687 1
4 67720054 1
2 2383895 1
7 64099866 -1
9 2792983 1
5 7238732 1
2 76790078 -1
2 77345464 -1
8 1904143 1
4 5797444 -1
1 63993073 1
3 71851745 1
4 2085579 1
1 4833073 -1
3 36138670 -1
10 50809236 1
1 65399886 -1
2 73025884 -1
3 3901659 1
7 60765568 -1
10 9180671 1
2 66631441 -1
4 46491733 -1
9 58890296 -1
4 55269905 1
3 58253495 1
3 63367390 1
10 10788499 -1
2 71594216 1
4 59810601 -1
10 13828043 -1
8 49088039 1
10 58722945 -1
4 67176934 -1
9 56665388 1
6 42455575 1
6 53566807 -1
3 9418310 1
3 65780741 -1
1 67203376 1
3 8112444 1
2 13518080 -1
4 64398540 1
1 4228455 -1
5 61102582 1
1 1389562 -1
7 56813472 1
9 56125956 -1
4 63701195 -1
4 3644883 1
4 52204773 1
2 74936303 -1
4 55641289 -1
2 15250388 -1
1 65073129 -1
4 66638674 1
1 67117307 -1
6 2573746 1
10 51781859 1
8 1181465 -1
7 63875286 -1
1 72896933 1
1 20020121 -1
1 62477982 1
4 12671695 1
3 434478 1
4 59849995 1
10 12137455 -1
4 56519402 -1
6 6095085 1
3 3125309 -1
10 43962488 1
3 58492954 1
3 63631557 -1
8 51167631 -1
3 8650526 1
3 74178514 -1
1 11227645 1
8 49931886 1
2 57263970 1
4 65812484 -1
7 58394033 -1
5 4259936 1
10 59859713 1
1 7634681 -1
3 66774961 -1
2 12491864 -1
3 73846498 1
3 4617970 1
2 68755978 -1
4 63299170 1
3 74351868 -1
1 70595781 -1
2 69944230 -1
4 65687281 -1
4 59750472 -1
3 5407976 -1
2 18835811 -1
8 53308868 -1
2 72695412 1
2 118796 -1
2 65835096 -1
2 18970192 -1
2 3384650 1
6 57694245 -1
6 58663766 1
2 71604092 1
1 462325 1
3 56856140 1
1 24903632 1
2 68920597 1
7 61665164 1
1 11541177 -1
6 59934266 -1
1 69029937 1
9 6907418 -1
8 383059 1
1 7492951 -1
1 56261685 -1
4 44146999 -1
2 14039652 -1
9 15444010 -1
4 46385288 -1
1 68765200 -1
2 58755393 1
9 46157030 -1
6 59865547 1
2 58992509 1
2 57166000 -1
9 50936433 -1
10 157912 1
1 69712743 1
1 7131307 -1
9 55790621 1
2 74569865 1
2 73997593 1
1 69539998 -1
2 71283877 1
2 63175915 -1
4 12895758 1
7 56300517 -1
4 66017651 -1
1 579463 -1
1 2735193 -1
3 62216017 1
1 2607377 -1
10 1955286 -1
1 2549900 -1
4 8895526 -1
3 56256811 1
5 60971007 1
2 8746105 1
10 8544374 1
10 52947098 -1
7 55695036 -1
2 62422107 1
4 57281790 1
6 55636962 -1
1 67456087 -1
1 65792345 1
1 56399961 -1
7 63403512 1
7 62829817 1
6 45336525 -1
1 71941991 -1
7 728563 -1
6 48131614 1
3 2535235 1
10 265915 -1
4 64080335 1
4 44829212 -1
6 57302179 -1
1 4834786 -1
8 2023942 1
4 48466607 1
4 9913557 1
4 1628407 1
3 1890206 -1
4 51194780 -1
3 6095423 1
4 10467798 1
1 14004978 1
9 50442111 1
2 61662602 1
9 3035309 -1
10 11669191 1
3 63229784 -1
7 51786852 1
4 56064853 -1
1 7832270 1
9 56561299 1
3 70757616 -1
6 53682314 -1
2 518455 1
7 2176461 1
3 59798257 1
6 26682893 -1
10 60427909 -1
4 58829499 1
5 16041306 1
10 4190255 -1
1 66016654 1
9 47994006 -1
6 52274949 1
4 63450289 -1
1 50993637 1
3 49145895 -1
3 66433156 1
8 55457762 1
4 60118317 1
9 4251107 1
1 2679611 1
4 61264168 -1
1 70174405 -1
2 69702145 -1
1 3290646 -1
9 49870951 1
1 58965794 1
6 43174575 1
3 4158589 -1
10 60800232 -1
1 50081277 1
9 54871189 1
2 59639238 -1
1 9033645 -1
4 59510787 1
1 66632720 -1
8 3615863 -1
3 50411696 -1
2 7273461 -1
7 49783011 1
5 672995 -1
4 65151891 1
6 60818583 1
1 8142593 -1
2 71694612 1
3 977370 1
2 63531953 1
9 206546 1
1 49478713 -1
4 5584530 1
9 12270694 -1
9 53411788 -1
10 54646396 -1
5 61015798 1
9 1676110 -1
8 12293716 1
2 12962089 1
8 3928755 1
2 63977235 1
3 7098093 -1
3 72361065 -1
6 42486265 -1
2 1214193 1
4 10701703 -1
9 47348125 1
2 9631396 1
1 1872432 -1
1 69915635 -1
6 57013896 1
8 2051390 1
2 6026487 1
6 47459597 1
3 12927387 -1
8 3655253 -1
4 1585160 1
6 55532968 1
9 2137491 -1
9 50800062 1
1 31109238 -1
2 72601859 1
7 60865891 1
1 16807316 -1
6 1927658 1
1 54649172 1
6 57930974 -1
8 55352725 -1
9 57702168 1
1 2088915 1
1 8011976 1
1 13556755 -1
6 58411414 1
9 54703208 -1
9 52021660 -1
3 5084364 -1
3 62397779 1
10 5418382 -1
2 17698524 -1
8 48335240 1
1 66152720 1
8 48635893 -1
2 7745291 -1
6 49593093 -1
3 67275085 1
1 10187135 -1
10 7079946 -1
6 46472926 1
10 46878737 -1
3 7631964 1
10 8468553 -1
7 2572105 -1
8 4667793 1
7 1360103 1
1 4457857 -1
10 12885092 1
5 46247152 -1
1 56944250 1
10 53624200 1
4 12124658 -1
3 60153745 -1
3 18351906 -1
3 58055388 -1
1 55841095 -1
8 2447243 1
3 63207542 -1
2 77310718 1
2 74135255 -1
4 63719437 -1
5 5887670 -1
1 60599697 1
10 59160226 -1
3 42662470 1
10 4313498 1
7 6316814 1
2 66251325 -1
2 6258354 1
9 59207623 -1
2 76648883 -1
3 18192096 1
5 60009713 1
3 7090369 1
9 53739566 -1
9 54727194 -1
3 58071867 -1
10 2287283 1
2 14535717 1
6 1793261 -1
4 62860194 1
2 74232192 1
10 52302793 1
1 54216055 1
2 76858078 -1
5 61428569 1
3 13819548 -1
10 60782029 1
4 54327496 -1
6 62020246 1
10 53973740 -1
3 72884086 1
8 1172867 -1
2 75617871 1
9 55909382 1
1 4416363 1
3 73243285 1
9 56660959 -1
4 51075833 -1
6 1901343 1
1 11412471 1
1 61417452 -1
1 2408275 1
2 901212 1
6 60254843 -1
3 7541193 1
3 5128786 1
1 69908459 -1
6 56114668 -1
5 59564316 -1
1 68480619 1
7 63490762 -1
1 39752783 -1
4 4228890 1
10 55027225 1
10 9459823 -1
6 56960064 -1
3 8766942 1
3 12142210 1
2 71735883 1
2 2942159 -1
10 9359199 1
10 60413263 -1
4 50632948 1
1 47054411 1
4 3604892 -1
1 61023990 -1
5 53114527 -1
1 60866551 1
1 5407909 -1
6 53704346 -1
4 62127927 1
6 50590774 1
4 50542521 -1
3 10211573 1
3 9700068 -1
10 7916695 -1
6 46077085 1
1 49638596 -1
4 59653551 -1
4 67833897 -1
7 8112656 -1
1 60060114 1
1 55580898 1
2 55005174 1
1 6361113 -1
7 6059557 -1
2 71594216 1
1 48631758 -1
4 7164757 1
8 1307395 1
3 11049650 1
1 2441937 1
10 1480024 1
3 56490705 -1
1 9366243 1
2 12512826 -1
8 38462963 -1
1 49532027 1
10 60072829 1
2 4493843 1
2 62121125 1
4 64518898 -1
4 2565478 -1
5 58281468 -1
3 67208947 -1
3 64826363 -1
2 53932982 -1
10 6885993 1
3 657258 1
2 69678584 1
3 60076713 -1
3 15813003 -1
2 8952672 1
2 65294724 -1
2 71067833 1
9 53686676 1
8 48788828 -1
2 62017942 1
1 1232875 -1
2 61732204 -1
9 48783601 1
4 11220173 1
4 2945111 -1
10 22895539 1
1 49722514 -1
1 24016973 -1
2 63211891 -1
10 55769271 1
2 63378097 -1
9 1546735 1
3 7293973 -1
1 49532027 1
1 7174866 -1
9 5912903 1
6 32145407 -1
1 72059040 -1
10 60754452 -1
2 8946934 -1
10 5997393 -1
1 17993396 -1
7 7725395 -1
2 71223740 1
6 41862297 -1
3 59999017 1
9 54866709 -1
3 70733637 -1
4 41688676 1
4 57701214 -1
1 65438741 -1
4 9388426 1
9 7625880 -1
10 53231712 1
4 55420437 -1
7 4584864 1
3 2172383 1
3 73299716 1
1 15308230 -1
10 4250743 -1
6 50592973 1
1 60054689 -1
2 9096342 -1
3 67263292 -1
7 62167822 1
1 13175611 1
1 48729033 1
1 54327080 1
10 14082958 -1
2 64030719 1
3 65584698 1
10 11283339 1
8 2571669 1
10 5867759 1
2 69744084 -1
1 69730857 1
7 843037 1
2 77580404 -1
4 63790699 1
8 51817456 -1
6 38331372 1
1 27039172 1
1 52047362 1
5 58847879 1
4 62843174 1
1 56960341 1
4 59089281 -1
6 54925891 1
6 48340839 -1
2 72973061 1
3 59272913 1
1 71674998 -1
6 53916223 -1
1 73245271 1
7 54441481 -1
3 50923446 -1
8 4329315 -1
10 9558597 -1
1 18681126 -1
1 2852990 1
10 51996790 1
7 1314826 1
4 10430275 1
9 49353788 1
9 55563471 -1
4 67473198 1
3 15859805 1
3 9565978 -1
6 4952326 1
10 1457179 1
6 52760690 1
1 23116352 1
3 45342015 -1
6 47102466 -1
8 44015293 1
2 66758603 -1
6 41221163 -1
10 9253431 1
10 57487037 1
4 48324958 1
5 3636884 -1
3 63520657 1
3 70887555 -1
1 71376292 1
1 53533212 -1
4 3699617 -1
1 14688465 1
2 1983734 1
7 49671990 1
10 6988001 1
2 77388476 1
1 31757756 -1
10 8870711 1
3 71705343 -1
3 4799193 1
6 60803435 -1
2 53028036 1
6 44598216 1
1 50386502 -1
9 45140965 -1
9 49411149 1
4 12553399 1
4 57697975 -1
2 73649012 -1
8 10086062 1
2 54589700 1
6 57842933 1
6 54550106 1
4 5572081 -1
3 7611397 -1
2 69474131 1
4 63931867 -1
8 55079245 1
8 15288971 -1
10 242377 -1
10 4930193 1
1 12079734 1
3 4025347 1
4 3678903 -1
1 46058262 1
4 5255813 -1
1 45792912 -1
9 14531555 -1
1 2319774 1
1 1356813 1
8 7435893 -1
3 4692367 1
2 63525270 1
10 1533370 1
3 18809586 -1
6 52835650 1
7 52488056 -1
5 17315885 -1
3 1952074 1
1 65797698 1
1 62298039 1
1 56148036 -1
