Chromosome/scaffold name	Transcript end (bp)	Strand
1	8892265	1
1	8895304	-1
1	8904628	1
1	8916433	-1
1	8933706	1
1	8938545	-1
1	8941119	1
1	8947622	-1
1	8958780	1
1	8972195	1
1	8985124	1
1	8987560	-1
1	8994377	-1
1	9002634	1
1	9007937	-1
1	9019025	-1
1	9033645	-1
1	9041000	1
1	9052891	-1
1	9061685	-1
1	9067634	-1
1	9075197	1
1	9076612	1
1	9078177	1
1	9085255	-1
1	9091468	-1
1	9101892	-1
1	9113720	1
1	9120676	-1
1	9135788	1
1	9146276	-1
1	9152265	-1
1	9154994	-1
1	9159463	-1
1	9175649	1
1	9178923	-1
1	9180907	-1
1	9183149	-1
1	9188845	-1
1	9192919	1
1	9197113	-1
1	9207356	-1
1	9216528	1
1	9242939	1
1	9245891	-1
1	9257929	-1
1	9265023	1
1	9275918	1
1	9279463	-1
1	9286115	1
1	9290053	1
1	9295424	-1
1	9308657	1
1	9312372	1
1	9314631	1
1	9322043	1
1	9325748	1
1	9329520	1
1	9334354	-1
1	9337268	1
1	9339296	1
1	9359739	1
1	9364490	1
1	9367419	1
1	9371701	-1
1	9375040	-1
1	9380991	1
1	9382685	-1
1	9402483	1
1	9422628	-1
1	9457360	-1
1	9463350	-1
1	9478938	1
1	9507199	-1
1	9543021	-1
1	9592109	1
1	9622431	-1
1	9650086	-1
1	9656511	1
1	9659493	-1
1	9661813	-1
1	9661815	-1
1	9669615	-1
1	9689797	1
1	9693135	-1
1	9703218	1
1	9711243	1
1	9720702	1
1	9725643	1
1	9730028	1
1	9735142	1
1	9748240	1
1	9751370	-1
1	9760300	-1
1	9773027	1
1	9777337	1
1	9781820	-1
1	9788960	1
1	9796261	-1
1	9827452	1
1	9831002	1
1	9832808	1
1	9835397	1
1	9837435	-1
1	9837450	-1
1	9842888	-1
1	9845381	-1
1	9857467	-1
1	9861339	1
1	9872886	-1
1	9886673	-1
1	9908713	-1
1	9920932	-1
1	9930173	-1
1	9941610	-1
1	9953070	-1
1	9955848	1
1	9959881	-1
1	9966156	1
1	9973410	-1
1	9984131	1
1	9987502	1
1	9990606	-1
1	9992349	1
1	9996304	1
1	10012269	-1
1	10025534	-1
1	10033610	1
1	10050241	-1
1	10062941	-1
1	10074376	-1
1	10076817	-1
1	10084220	-1
1	10094537	-1
1	10094142	-1
1	10093423	-1
1	10104025	1
1	10108837	-1
1	10114411	1
1	10128391	1
1	10131396	1
1	10136986	-1
1	10141747	-1
1	10145397	1
1	10161631	1
1	10165129	-1
1	10172213	-1
1	10183122	-1
1	10187135	-1
1	10193131	1
1	10198569	1
1	10202222	-1
1	10220892	1
1	10223713	-1
1	10226165	-1
1	10228282	-1
1	10234430	1
1	10237916	-1
1	10254379	1
1	10259590	1
1	10267327	1
1	10284822	1
1	10297227	1
1	10299429	-1
1	10321403	-1
1	10328777	-1
1	10334467	1
1	10337976	-1
1	10345427	1
1	10371273	-1
1	10376786	1
1	10386678	-1
1	10391855	-1
1	10401645	1
1	10406484	-1
1	10416003	1
1	10422041	1
1	10428278	1
1	10439085	-1
1	10471214	-1
1	10488479	-1
1	10498018	-1
1	10502825	1
1	10505998	1
1	10510398	-1
1	10537433	-1
1	10539460	-1
1	10554830	-1
1	10561009	-1
1	10589889	1
1	10595573	-1
1	10601702	-1
1	10608037	-1
1	10626499	1
1	10633877	-1
1	10653279	-1
1	10657380	-1
1	10664611	1
1	10667538	-1
1	10670538	1
1	10677057	-1
1	10680347	-1
1	10686834	1
1	10694076	1
1	10704819	1
1	10709131	-1
1	10710991	-1
1	10733705	-1
1	10768577	1
1	10780713	1
1	10814742	1
1	10819986	1
1	10821891	-1
1	10822418	1
1	10829198	1
1	10837832	1
1	10845055	-1
1	10850752	1
1	10877699	-1
1	10902344	1
1	10908103	1
1	10919586	1
1	10922240	1
1	10931084	-1
1	10943912	-1
1	10943775	-1
1	10951295	-1
1	10956409	1
1	10966324	-1
1	10976460	1
1	10984012	-1
1	10991637	-1
1	11006007	-1
1	11017646	-1
1	11028864	-1
1	11045903	1
1	11049215	-1
1	11055621	-1
1	11074329	1
1	11085184	1
1	11111026	1
1	11130477	-1
1	11143876	-1
1	11159514	-1
1	11162417	-1
1	11186045	1
1	11188718	-1
1	11217178	1
1	11222687	-1
1	11228122	1
1	11246659	1
1	11254055	1
1	11262053	-1
1	11290825	-1
1	11331267	1
1	11336542	1
1	11345259	-1
1	11360752	1
1	11363490	-1
1	11374060	-1
1	11378660	1
1	11400851	1
1	11407150	1
1	11415802	1
1	11421976	1
1	11423294	1
1	11426371	-1
1	11433733	-1
1	11439968	-1
1	11447202	1
1	11448717	1
1	11451874	1
1	11456575	-1
1	11462061	-1
1	11479874	1
1	11483872	1
1	11493082	1
1	11494929	-1
1	11510500	1
1	11514690	-1
1	11526983	-1
1	11537158	1
1	11536928	1
1	11541177	-1
1	11544207	-1
1	11552523	1
1	11556637	1
1	11571553	1
1	11577713	-1
1	11580248	-1
1	11607763	1
1	11610666	-1
1	11611729	-1
1	11616855	1
1	11622800	1
1	11623904	-1
1	11628237	-1
1	11634199	1
1	11640213	-1
1	11646322	-1
1	11652294	-1
1	11677301	1
1	11687148	1
1	11691169	-1
1	11692539	-1
1	11694311	-1
1	11698183	-1
1	11702565	1
1	11710947	-1
1	11730289	-1
1	11733690	-1
1	11769895	1
1	11778269	1
1	11780255	-1
1	11790673	-1
1	11812685	-1
1	11832198	1
1	11837872	1
1	11840611	-1
1	11850810	-1
1	11856778	1
1	11860557	1
1	11861280	-1
1	11892731	1
1	11916760	1
1	11922425	-1
1	11932709	1
1	11945284	1
1	11951075	-1
1	11957029	-1
1	11960587	-1
1	11970895	-1
1	11979479	1
1	11982237	1
1	11983779	1
1	11987405	1
1	11992723	-1
1	11992902	-1
1	11992607	-1
1	12002173	-1
1	12006798	1
1	12013664	1
1	12015729	-1
1	12019086	-1
1	12029337	-1
1	12035739	-1
1	12041591	1
1	12047433	1
1	12067484	1
1	12070872	1
1	12077845	1
1	12082168	1
1	12083879	1
1	12087287	1
1	12098793	1
1	12117727	1
1	12120210	-1
1	12126428	1
1	12140561	1
1	12153294	1
1	12153428	1
1	12160156	1
1	12168784	1
1	12172551	-1
1	12175066	-1
1	12187720	1
1	12196701	1
1	12199697	-1
1	12205064	1
1	12209704	-1
1	12224991	-1
1	12233648	-1
1	12241521	-1
1	12246704	-1
1	12264353	-1
1	12271865	1
1	12275503	1
1	12278062	1
1	12282497	1
1	12287480	-1
1	12301700	-1
1	12321325	1
1	12340181	1
1	12345015	-1
1	12353821	1
1	12355535	1
1	12367344	1
1	12369513	-1
1	12382734	1
1	12383693	-1
1	12384899	1
1	12389195	-1
1	12401477	1
1	12411182	1
1	12419780	1
1	12431856	1
1	12434903	-1
1	12444206	-1
1	12463020	1
1	12472125	-1
1	12541941	-1
1	12560584	-1
1	12562811	1
1	12579043	-1
1	12607594	1
1	12611371	-1
1	12613163	-1
1	12621412	-1
1	12626006	-1
1	12638049	1
1	12640995	1
1	12648751	1
1	12651088	1
1	12657837	-1
1	12661342	-1
1	12662591	-1
1	12682755	-1
1	12695442	-1
1	12705472	-1
1	12715493	1
1	12725986	1
1	12737009	1
1	12748209	1
1	12776852	1
1	12788281	1
1	12801939	1
1	12806846	1
1	12814279	1
1	12822127	-1
1	12837052	1
1	12840405	1
1	12844660	-1
1	12858122	1
1	12865009	-1
1	12871613	1
1	12883179	1
1	12938052	1
1	12953676	-1
1	12965354	1
1	12977759	-1
1	12984231	1
1	12993304	-1
1	13019445	1
1	13037529	-1
1	13048476	1
1	13053913	-1
1	13061538	-1
1	13089912	1
1	13097580	1
1	13117689	1
1	13124327	-1
1	13138297	1
1	13150527	1
1	13150311	1
1	13154089	-1
1	13155162	1
1	13157402	1
1	13177549	1
1	13188251	-1
1	13210834	-1
1	13218627	-1
1	13237742	-1
1	13238184	-1
1	13253181	1
1	13257317	1
1	13263131	1
1	13265751	1
1	13282774	-1
1	13286286	1
1	13290916	1
1	13297444	1
1	13300755	-1
1	13322855	1
1	13333996	-1
1	13346723	-1
1	13363802	1
1	13367006	1
1	13372707	1
1	13385378	-1
1	13397591	1
1	13405018	-1
1	13411009	-1
1	13423510	1
1	13430384	-1
1	13437442	-1
1	13445232	-1
1	13451789	-1
1	13458113	-1
1	13461750	-1
1	13471360	-1
1	13488197	1
1	13494836	-1
1	13525458	1
1	13556755	-1
1	13563560	1
1	13573935	1
1	13578284	1
1	13597106	1
1	13608938	-1
1	13614303	-1
1	13624434	-1
1	13630908	-1
1	13639116	1
1	13643968	-1
1	13651449	1
1	13667794	-1
1	13686006	-1
1	13689136	-1
1	13694235	-1
1	13721495	-1
1	13726237	-1
1	13739520	-1
1	13746440	-1
1	13758697	-1
1	13768161	-1
1	13773171	-1
1	13783551	-1
1	13790451	-1
1	13793490	-1
1	13805556	-1
1	13828512	-1
1	13830605	-1
1	13846572	1
1	13849185	1
1	13854813	1
1	13857949	1
1	13864319	1
1	13870388	1
1	13906239	1
1	13918806	1
1	13919625	1
1	13925896	1
1	13931352	-1
1	13937936	-1
1	13962372	1
1	13969604	-1
1	13979517	-1
1	13988720	1
1	14004814	-1
1	14008336	1
1	14014172	1
1	14033606	-1
1	14038920	1
1	14041291	-1
1	14045820	-1
1	14051705	1
1	14078491	1
1	14087713	1
1	14089643	-1
1	14093426	1
1	14100279	1
1	14107193	-1
1	14115329	1
1	14131405	1
1	14138501	-1
1	14159091	1
1	14167457	1
1	14173387	-1
1	14197145	-1
1	14202277	1
1	14217128	1
1	14218999	1
1	14223802	1
1	14235145	-1
1	14253485	1
1	14262446	-1
1	14271394	-1
1	14283413	-1
1	14293802	1
1	14296054	-1
1	14308644	1
1	14314618	1
1	14327686	1
1	14329723	-1
1	14335554	-1
1	14341682	-1
1	14379144	-1
1	14383178	-1
1	14398081	1
1	14427169	1
1	14428758	1
1	14429820	1
1	14441197	-1
1	14448949	-1
1	14492806	-1
1	14501174	1
1	14526308	-1
1	14531661	-1
1	14564453	1
1	14570397	-1
1	14574056	1
1	14576445	-1
1	14613563	1
1	14618120	1
1	14629226	1
1	14634680	-1
1	14658664	-1
1	14665807	-1
1	14681645	-1
1	14690049	1
1	14698735	1
1	14707861	1
1	14716631	-1
1	14737180	1
1	14738631	-1
1	14745170	1
1	14750842	1
1	14758279	1
1	14759469	1
1	14762232	-1
1	14763997	1
1	14766957	-1
1	14789429	-1
1	14795844	-1
1	14802602	-1
1	14836520	-1
1	14839835	-1
1	14862898	-1
1	14887484	1
1	14886436	1
1	14886192	-1
1	14899943	-1
1	14903466	-1
1	14908050	1
1	14925952	1
1	14930662	1
1	14936893	-1
1	14945480	-1
1	14957696	-1
1	14987365	-1
1	14994863	-1
1	15000208	-1
1	15008564	-1
1	15018221	1
1	15020059	-1
1	15024002	-1
1	15036730	-1
1	15044823	1
1	15049117	-1
1	15066712	1
1	15072418	1
1	15099907	1
1	15173276	1
1	15173276	1
1	15175807	-1
1	15185056	1
1	15186255	1
1	15189031	1
1	15195950	1
1	15201629	1
1	15224068	1
1	15246125	1
1	15254488	-1
1	15262068	1
1	15266958	1
1	15291284	1
1	15298319	-1
1	15308230	-1
1	15317471	1
1	15318744	1
1	15329955	1
1	15370434	1
1	15374940	1
1	15377347	1
1	15382379	1
1	15389664	-1
1	15397530	-1
1	15408242	-1
1	15414836	-1
1	15416492	1
1	15418067	1
1	15422893	1
1	15425596	1
1	15430737	-1
1	15437626	-1
1	15440565	-1
1	15448212	1
1	15449854	1
1	15454881	1
1	15466994	1
1	15471742	1
1	15481884	-1
1	15487176	1
1	15491306	-1
1	15492657	-1
1	15502019	-1
1	15509446	1
1	15526448	-1
1	15554338	-1
1	15571073	-1
1	15602330	-1
1	15647574	1
1	15681042	1
1	15720592	1
1	15721738	-1
1	15745062	1
1	15777477	1
1	15802894	1
1	15807733	-1
1	15813994	1
1	15816099	-1
1	15817869	1
1	15827051	1
1	15833625	-1
1	15838983	-1
1	15847684	1
1	15859553	1
1	15869846	1
1	15885095	1
1	15900672	1
1	15900672	1
1	15909358	-1
1	15914092	1
1	15920674	1
1	15927410	-1
1	15937119	-1
1	15937307	-1
1	15950690	1
1	15954799	-1
1	15966354	1
1	16428933	1
1	16439575	-1
1	16450068	-1
1	16462317	1
1	16466032	-1
1	16471787	-1
1	16479147	-1
1	16491723	1
1	16495403	-1
1	16515689	-1
1	16527609	1
1	16531853	-1
1	16536513	1
1	16540213	1
1	16554813	1
1	16569149	1
1	16588190	1
1	16590834	1
1	16629394	-1
1	16635123	1
1	16638135	-1
1	16644760	1
1	16680375	1
1	16686183	1
1	16695088	1
1	16717171	1
1	16725736	1
1	16732526	1
1	16737366	-1
1	16742643	-1
1	16749491	-1
1	16771406	-1
1	16778895	-1
1	16783809	1
1	16791482	-1
1	16805435	1
1	16807316	-1
1	16815561	-1
1	16820044	1
1	16836208	1
1	16838610	1
1	16845149	-1
1	16851295	-1
1	16857473	-1
1	16860517	1
1	16880604	1
1	16881844	1
1	16893484	1
1	16923738	1
1	16966575	1
1	16973630	-1
1	16975840	1
1	16995834	-1
1	16998176	1
1	16997245	1
1	17007774	1
1	17008969	-1
1	17013461	-1
1	17030546	1
1	17034742	-1
1	17066057	1
1	17068361	-1
1	17071194	-1
1	17073184	-1
1	17083205	-1
1	17112210	1
1	17123735	1
1	17139074	1
1	17143942	-1
1	17151377	1
1	17155340	-1
1	17168661	1
1	17179008	1
1	17194939	-1
1	17222821	1
1	17235698	-1
1	17239126	1
1	17242458	-1
1	17256250	1
1	17264597	1
1	17278080	1
1	17283568	-1
1	17302330	1
1	17317779	1
1	17322092	1
1	17334646	-1
1	17346084	1
1	17398818	1
1	17494325	1
1	17498471	1
1	17503184	1
1	17531113	-1
1	17539932	-1
1	17550271	1
1	17571403	-1
1	17588540	-1
1	17605441	-1
1	17631835	-1
1	17636893	1
1	17637731	1
1	17639866	-1
1	17646365	-1
1	17650693	-1
1	17666112	1
1	17693866	1
1	17696116	-1
1	17704763	1
1	17708218	1
1	17761789	1
1	17783175	1
1	17794688	-1
1	17810671	-1
1	17817010	-1
1	17838352	1
1	17861062	1
1	17869513	1
1	17877519	-1
1	17881684	1
1	17884385	-1
1	17885568	-1
1	17893054	-1
1	17894751	1
1	17896973	-1
1	17900914	-1
1	17902839	-1
1	17912704	-1
1	17919858	1
1	17932833	-1
1	17948781	1
1	17961655	1
1	17988611	-1
1	17993396	-1
1	18001680	-1
1	18015989	-1
1	18017449	1
1	18020567	1
1	18026582	1
1	18041601	1
1	18047942	-1
1	18058084	1
1	18073641	-1
1	18073641	-1
1	18119047	1
1	18123156	1
1	18128564	-1
1	18139393	-1
1	18148364	1
1	18153808	1
1	18157536	-1
1	18159646	1
1	18163750	1
1	18191612	1
1	18194559	-1
1	18200645	-1
1	18213427	-1
1	18219366	1
1	18246027	1
1	18248833	-1
1	18254112	-1
1	18273147	1
1	18275539	1
1	18283536	-1
1	18311044	1
1	18324889	1
1	18327739	-1
1	18330592	-1
1	18338692	1
1	18356610	1
1	18379047	1
1	18383458	1
1	18389309	-1
1	18389598	1
1	18397108	-1
1	18439582	1
1	18448927	-1
1	18474710	1
1	18485442	1
1	18495998	1
1	18499309	1
1	18512031	1
1	18523146	-1
1	18524679	-1
1	18528136	1
1	18529818	-1
1	18539550	-1
1	18558416	-1
1	18574695	-1
1	18576041	-1
1	18597887	-1
1	18597488	-1
1	18617989	-1
1	18625948	1
1	18632486	1
1	18637529	-1
1	18639278	-1
1	18648795	1
1	18655807	-1
1	18676799	-1
1	18681126	-1
1	18696332	-1
1	18697039	1
1	18702566	-1
1	18742018	1
1	18745412	-1
1	18770130	1
1	18785775	-1
1	18786231	-1
1	18787416	-1
1	18809301	1
1	18816803	-1
1	18859860	-1
1	18864239	-1
1	18866918	-1
1	18867213	-1
1	18873396	-1
1	18874848	-1
1	18877730	-1
1	18881203	-1
1	18885204	-1
1	18894149	-1
1	18894149	-1
1	18909360	-1
1	18922554	-1
1	18928808	1
1	18932466	-1
1	18953474	1
1	18955803	-1
1	18960177	1
1	18966642	-1
1	18974370	1
1	18983356	-1
1	18989903	1
1	18998460	1
1	19003167	1
1	19008873	1
1	19039315	-1
1	19054700	-1
1	19069877	-1
1	19077838	-1
1	19116076	1
1	19122818	-1
1	19130535	-1
1	19130614	-1
1	19139966	-1
1	19152297	-1
1	19162933	1
1	19172991	-1
1	19182983	-1
1	19198802	1
1	19199864	-1
1	19202071	1
1	19203846	-1
1	19218818	-1
1	19234029	-1
1	19240542	-1
1	19244021	1
1	19247142	1
1	19277716	1
1	19280585	1
1	19282270	-1
1	19285599	1
1	19298543	-1
1	19303258	1
1	19339989	-1
1	19347897	1
1	19354414	1
1	19356966	-1
1	19362394	-1
1	19385495	1
1	19390191	-1
1	19420471	1
1	19431222	1
1	19440802	1
1	19448683	-1
1	19458410	1
1	19461359	-1
1	19489773	-1
1	19498328	-1
1	19505333	-1
1	19516240	-1
1	19523178	-1
1	19541213	1
1	19552496	1
1	19558452	-1
1	19562855	-1
1	19594927	-1
1	19604753	1
1	19611892	1
1	19615519	-1
1	19630164	-1
1	19676749	-1
1	19717615	-1
1	19725402	-1
1	19735928	1
1	19740155	-1
1	19743358	-1
1	19758406	1
1	19760713	-1
1	19766322	1
1	19777449	1
1	19780767	-1
1	19782736	1
1	19789675	-1
1	19803107	-1
1	19808332	1
1	19819749	-1
1	19821716	1
1	19833713	-1
1	19848918	-1
1	19868592	1
1	19883753	1
1	19889252	1
1	19890009	-1
1	19920693	-1
1	19950426	1
1	19956052	-1
1	19962094	-1
1	19990787	-1
1	20020121	-1
1	20024188	-1
1	20054175	1
1	20062339	1
1	20072824	1
1	20085232	1
1	20104341	1
1	20110162	-1
1	20113488	1
1	20123433	1
1	20126981	1
1	20128318	-1
1	20144111	1
1	20190630	1
1	20243017	-1
1	20269209	-1
1	20293022	-1
1	20315445	-1
1	20321128	-1
1	20327858	-1
1	20371528	-1
1	20385324	-1
1	20401026	1
1	20421882	1
1	20424550	1
1	20435373	-1
1	20441432	1
1	20446714	-1
1	20455460	1
1	20467393	-1
1	20489199	-1
1	20501026	1
1	20520643	-1
1	20635286	1
1	20654891	1
1	20682770	-1
1	20728050	-1
1	20744940	1
1	20747145	1
1	20757143	-1
1	20775555	-1
1	20781195	1
1	20784379	1
1	20786986	1
1	20799617	-1
1	20813181	-1
1	20821547	1
1	20827910	-1
1	20834133	-1
1	20845496	-1
1	20849100	-1
1	20859610	-1
1	20868537	-1
1	20873631	-1
1	20884594	1
1	20889232	1
1	20926233	1
1	21019401	1
1	21025841	-1
1	21049145	-1
1	21082667	1
1	21119128	-1
1	21193161	-1
1	21196404	-1
1	21197597	1
1	21202127	-1
1	21201855	-1
1	21213762	1
1	21252049	1
1	21279160	1
1	21278975	1
1	21298288	1
1	21306255	-1
1	21376042	1
1	21380819	-1
1	21390248	-1
1	21390137	-1
1	21393222	-1
1	21410214	-1
1	21443910	-1
1	21470603	-1
1	21474730	-1
1	21496629	1
1	21501586	1
1	21503918	-1
1	21512397	1
1	21518603	-1
1	21520062	-1
1	21539518	-1
1	21549033	-1
1	21553880	-1
1	21558123	-1
1	21565103	-1
1	21581205	-1
1	21592403	-1
1	21625363	-1
1	21634766	1
1	21638132	-1
1	21676244	1
1	21683166	1
1	21683166	1
1	21685903	-1
1	21738488	1
1	21739529	-1
1	21743492	1
1	21753698	-1
1	21773270	1
1	21777355	1
1	21793010	1
1	21794999	1
1	21826332	1
1	21826997	1
1	21844380	1
1	21853583	1
1	21860133	1
1	21862812	1
1	21865780	1
1	21867297	-1
1	21900246	1
1	21925396	1
1	21939977	-1
1	21945476	-1
1	21954900	-1
1	21960311	-1
1	21975547	-1
1	21977255	1
1	21983090	-1
1	22006395	1
1	22012025	1
1	22074785	-1
1	22084344	1
1	22094585	1
1	22103029	-1
1	22136590	1
1	22221315	-1
1	22224027	-1
1	22253027	1
1	22280415	-1
1	22294507	-1
1	22306198	-1
1	22312169	1
1	22314279	-1
1	22323221	1
1	22327402	-1
1	22331850	1
1	22337200	1
1	22348735	1
1	22359448	-1
1	22363266	1
1	22364842	1
1	22369337	-1
1	22388866	-1
1	22392926	-1
1	22400281	-1
1	22404000	1
1	22408923	-1
1	22414617	-1
1	22420582	-1
1	22460088	1
1	22496893	-1
1	22525020	1
1	22539378	1
1	22542053	1
1	22564747	-1
1	22589866	1
1	22634560	1
1	22689195	1
1	22711149	1
1	22725050	1
1	22745539	1
1	22747065	-1
1	22748815	1
1	22793611	1
1	22813893	-1
1	22823045	1
1	22858423	1
1	22867134	1
1	22876419	-1
1	22909247	-1
1	22971927	-1
1	22998330	-1
1	23118400	1
1	23124771	1
1	23131911	-1
1	23134914	-1
1	23150920	-1
1	23158547	1
1	23164090	1
1	23165809	1
1	23169969	-1
1	23173200	-1
1	23190712	-1
1	23197687	1
1	23279513	-1
1	23282881	1
1	23316893	1
1	23321359	-1
1	23329507	-1
1	23336728	-1
1	23338322	-1
1	23443318	-1
1	23459528	-1
1	23497530	-1
1	23587241	1
1	23710576	-1
1	23806337	-1
1	23827085	-1
1	23831521	1
1	23847984	-1
1	23851036	1
1	23859235	-1
1	23884236	1
1	23893967	-1
1	23898678	-1
1	23904267	-1
1	23906517	1
1	23936561	1
1	23942926	-1
1	23963969	1
1	23988627	1
1	24002134	1
1	24004270	-1
1	24016973	-1
1	24023357	-1
1	24055948	-1
1	24187742	-1
1	24251479	-1
1	24264581	1
1	24336107	1
1	24402150	-1
1	24464842	1
1	24485592	1
1	24489462	-1
1	24524153	-1
1	24529438	-1
1	24541302	1
1	24546246	1
1	24548990	1
1	24550329	1
1	24576787	1
1	24586884	-1
1	24599483	-1
1	24603274	1
1	24605215	-1
1	24652516	1
1	24654173	-1
1	24657164	-1
1	24667014	-1
1	24674351	-1
1	24685698	-1
1	24688513	-1
1	24709572	-1
1	24713882	1
1	24720794	-1
1	24764766	1
1	24771967	1
1	24774650	1
1	24780003	-1
1	24788792	-1
1	24796843	-1
1	24803779	-1
1	24803814	-1
1	24812403	-1
1	24818325	1
1	24825076	1
1	24852915	1
1	24879578	-1
1	24884388	-1
1	24894098	-1
1	24896269	-1
1	24908363	1
1	24916002	-1
1	24936676	1
1	24958767	-1
1	24984230	-1
1	25014977	-1
1	25021070	-1
1	25054577	-1
1	25056219	-1
1	25058513	-1
1	25108104	-1
1	25116287	-1
1	25153243	-1
1	25169332	1
1	25170882	1
1	25177557	1
1	25186904	1
1	25198691	-1
1	25206162	-1
1	25226279	-1
1	25247629	-1
1	25253728	-1
1	25279899	-1
1	25283523	1
1	25302377	1
1	25305003	1
1	25362234	-1
1	25367477	-1
1	25374653	1
1	25387922	-1
1	25466885	-1
1	25468276	-1
1	25471861	1
1	25475586	1
1	25478940	-1
1	25497297	1
1	25511655	-1
1	25529016	1
1	25581132	-1
1	25593178	-1
1	25607582	1
1	25614149	1
1	25624209	-1
1	25649037	1
1	25711185	1
1	25737557	-1
1	25743785	-1
1	25749758	-1
1	25939087	1
1	25947389	-1
1	25949227	-1
1	25952864	-1
1	25959900	1
1	25985132	1
1	25988656	1
1	25998625	1
1	26020136	1
1	26029795	1
1	26034960	-1
1	26037082	-1
1	26068071	-1
1	26122718	-1
1	26142702	-1
1	26179733	1
1	26185427	1
1	26191020	1
1	26199575	1
1	26254633	1
1	26374261	1
1	26390753	1
1	26424129	-1
1	26437784	-1
1	26455220	1
1	26465253	1
1	26617044	1
1	26648878	-1
1	26652711	-1
1	26654599	-1
1	26657287	1
1	26661929	1
1	26682885	1
1	26691115	-1
1	26712369	-1
1	26712447	-1
1	26711657	-1
1	26712495	-1
1	26711657	-1
1	26748359	1
1	26925014	1
1	26969923	-1
1	26978057	1
1	26980804	-1
1	26985955	-1
1	26991435	-1
1	27022013	1
1	27042939	1
1	27057290	-1
1	27065491	-1
1	27070783	1
1	27072755	-1
1	27083740	-1
1	27093218	1
1	27107650	-1
1	27141283	1
1	27149715	-1
1	27216633	-1
1	27223851	1
1	27223853	1
1	27227416	-1
1	27263920	1
1	27283485	1
1	27285574	-1
1	27291541	1
1	27295734	-1
1	27309159	1
1	27319824	-1
1	27337837	1
1	27342757	-1
1	27348892	-1
1	27391465	1
1	27410253	-1
1	27428356	-1
1	27499952	1
1	27503616	-1
1	27518714	-1
1	27533265	1
1	27571194	1
1	27585977	-1
1	27671522	-1
1	27682653	-1
1	27705949	1
1	27746641	1
1	27864111	-1
1	28001119	-1
1	28065839	1
1	28074022	1
1	28081462	1
1	28103199	-1
1	28166113	-1
1	28169157	1
1	28185014	-1
1	28275905	1
1	28276905	1
1	28297080	-1
1	28301901	1
1	28312296	-1
1	28502080	1
1	28565140	1
1	28571964	-1
1	28576041	-1
1	28576726	-1
1	28768496	-1
1	28780137	1
1	28970402	-1
1	29067729	1
1	29112081	-1
1	29224310	1
1	29256018	1
1	29421218	-1
1	29430301	-1
1	29430898	-1
1	29443243	1
1	29461076	-1
1	29462411	1
1	29494234	-1
1	29500390	-1
1	29537664	-1
1	29544359	1
1	29706610	1
1	29750826	1
1	29774367	1
1	29782356	1
1	29785872	1
1	29848908	1
1	29871296	1
1	29874071	-1
1	29912939	1
1	29937173	1
1	29952644	1
1	29956141	-1
1	30044139	-1
1	30197476	1
1	30229900	-1
1	30272259	-1
1	30400951	1
1	30412344	1
1	30424190	1
1	30480020	1
1	30545930	1
1	30558400	1
1	30565392	1
1	30572186	1
1	30595852	1
1	30621813	1
1	30657224	1
1	30661647	-1
1	30751731	1
1	30759955	-1
1	30767633	-1
1	30794192	1
1	30795839	1
1	30799009	-1
1	30805888	1
1	30922210	-1
1	30942346	-1
1	30951193	1
1	30973915	1
1	31107654	1
1	31107684	1
1	31107271	1
1	31109238	-1
1	31115765	1
1	31133086	1
1	31302931	1
1	31338260	1
1	31424430	1
1	31442579	1
1	31465593	1
1	31482274	1
1	31535728	1
1	31755001	1
1	31757756	-1
1	31855394	1
1	31857204	1
1	31857971	1
1	31978552	-1
1	32001802	-1
1	32001922	-1
1	32223137	1
1	32498753	-1
1	32498485	-1
1	32548653	1
1	32888885	1
1	32893785	-1
1	32912365	1
1	32913213	-1
1	33138612	1
1	33139086	1
1	38590151	-1
1	38647061	-1
1	38820819	1
1	38827650	1
1	38936105	-1
1	39037755	-1
1	39047540	-1
1	39048038	-1
1	39052620	-1
1	39376378	-1
1	39526750	1
1	39527771	1
1	39538889	-1
1	39752783	-1
1	39753620	-1
1	39899906	-1
1	39907251	1
1	40083566	1
1	40153920	1
1	40221557	1
1	40229039	-1
1	40260946	-1
1	40494266	1
1	40501267	1
1	40554532	1
1	40669343	-1
1	40669409	-1
1	40848007	-1
1	40898181	1
1	41016732	-1
1	41086174	-1
1	41233252	1
1	41255543	-1
1	41258934	-1
1	41260610	-1
1	41269433	-1
1	41274676	-1
1	41333673	1
1	41440168	1
1	41729075	-1
1	41746991	-1
1	41826744	1
1	41900766	1
1	41960011	1
1	41982427	-1
1	41987990	-1
1	42005793	1
1	42008464	1
1	42011573	1
1	42337469	-1
1	42382380	1
1	42405964	1
1	42514765	1
1	42545474	1
1	42554879	-1
1	42583687	-1
1	42651894	-1
1	42653329	-1
1	42689796	1
1	42697881	1
1	42703857	-1
1	42708788	-1
1	42891929	1
1	43083912	-1
1	43091380	-1
1	43093979	1
1	43111439	1
1	43115376	-1
1	43119003	1
1	43122750	1
1	43122951	1
1	43170540	-1
1	43192217	1
1	43223924	1
1	43264603	-1
1	43266767	1
1	43503089	1
1	43526348	-1
1	43542659	-1
1	43565574	1
1	43675420	-1
1	43677459	1
1	43690613	-1
1	43751855	1
1	43754087	-1
1	43757679	-1
1	43819381	-1
1	43859307	-1
1	43974020	1
1	43983091	1
1	43989784	-1
1	43998179	-1
1	44019537	-1
1	44023493	-1
1	44033279	-1
