Chromosome/scaffold name	Transcript start (bp)	Strand
1	8891765	1
1	8892569	-1
1	8897957	1
1	8909041	-1
1	8933437	1
1	8933968	-1
1	8940919	1
1	8945582	-1
1	8954614	1
1	8969020	1
1	8973847	1
1	8986266	-1
1	8990047	-1
1	8997979	1
1	9003551	-1
1	9018337	-1
1	9031252	-1
1	9036469	1
1	9051911	-1
1	9055934	-1
1	9066624	-1
1	9071452	1
1	9075762	1
1	9077414	1
1	9078366	-1
1	9086684	-1
1	9098241	-1
1	9110891	1
1	9114382	-1
1	9132398	1
1	9141177	-1
1	9149502	-1
1	9153354	-1
1	9157531	-1
1	9166091	1
1	9178705	-1
1	9178975	-1
1	9181648	-1
1	9186633	-1
1	9191167	1
1	9195524	-1
1	9202513	-1
1	9208468	1
1	9223676	1
1	9244438	-1
1	9249830	-1
1	9262972	1
1	9274376	1
1	9277164	-1
1	9282585	1
1	9287455	1
1	9293833	-1
1	9307659	1
1	9311549	1
1	9314107	1
1	9318038	1
1	9322351	1
1	9328214	1
1	9330267	-1
1	9336138	1
1	9339138	1
1	9354679	1
1	9361874	1
1	9366243	1
1	9367422	-1
1	9373460	-1
1	9377448	1
1	9381817	-1
1	9389669	1
1	9419975	-1
1	9454427	-1
1	9462161	-1
1	9471685	1
1	9506057	-1
1	9540936	-1
1	9588081	1
1	9611991	-1
1	9645372	-1
1	9651114	1
1	9656782	-1
1	9660097	-1
1	9660097	-1
1	9665616	-1
1	9688545	1
1	9689982	-1
1	9697910	1
1	9705909	1
1	9715143	1
1	9721346	1
1	9726512	1
1	9731553	1
1	9747581	1
1	9748544	-1
1	9754468	-1
1	9772398	1
1	9776513	1
1	9780441	-1
1	9785518	1
1	9791278	-1
1	9822384	1
1	9828063	1
1	9832302	1
1	9834266	1
1	9837060	-1
1	9836573	-1
1	9840633	-1
1	9843228	-1
1	9853849	-1
1	9858443	1
1	9862200	-1
1	9883625	-1
1	9902952	-1
1	9916989	-1
1	9923147	-1
1	9936792	-1
1	9949684	-1
1	9953470	1
1	9956529	-1
1	9962025	1
1	9966806	-1
1	9980550	1
1	9985106	1
1	9989215	-1
1	9991858	1
1	9992543	1
1	10009063	-1
1	10022755	-1
1	10029307	1
1	10048913	-1
1	10061232	-1
1	10069729	-1
1	10074596	-1
1	10083486	-1
1	10087964	-1
1	10087964	-1
1	10087964	-1
1	10103654	1
1	10105088	-1
1	10113449	1
1	10125684	1
1	10128608	1
1	10136364	-1
1	10137617	-1
1	10144382	1
1	10159943	1
1	10164616	-1
1	10165306	-1
1	10182181	-1
1	10186791	-1
1	10190138	1
1	10197451	1
1	10198932	-1
1	10219731	1
1	10222760	-1
1	10225092	-1
1	10226524	-1
1	10231468	1
1	10235009	-1
1	10248751	1
1	10258207	1
1	10263469	1
1	10280488	1
1	10293931	1
1	10298593	-1
1	10311267	-1
1	10323504	-1
1	10333503	1
1	10334851	-1
1	10339836	1
1	10369346	-1
1	10373426	1
1	10380569	-1
1	10387274	-1
1	10398525	1
1	10402213	-1
1	10409990	1
1	10416882	1
1	10423969	1
1	10430260	-1
1	10447306	-1
1	10484678	-1
1	10491841	-1
1	10500608	1
1	10504898	1
1	10508817	-1
1	10536963	-1
1	10537633	-1
1	10550300	-1
1	10560551	-1
1	10583348	1
1	10590198	-1
1	10598100	-1
1	10607544	-1
1	10623060	1
1	10629875	-1
1	10651575	-1
1	10654056	-1
1	10661139	1
1	10664878	-1
1	10669061	1
1	10671540	-1
1	10678281	-1
1	10681137	1
1	10689674	1
1	10695999	1
1	10705125	-1
1	10710716	-1
1	10732323	-1
1	10761650	1
1	10774347	1
1	10812799	1
1	10818949	1
1	10821526	-1
1	10822296	1
1	10824355	1
1	10830923	1
1	10840691	-1
1	10847649	1
1	10851355	-1
1	10896947	1
1	10906731	1
1	10917720	1
1	10921650	1
1	10924504	-1
1	10938191	-1
1	10938191	-1
1	10946220	-1
1	10955428	1
1	10959623	-1
1	10975000	1
1	10979379	-1
1	10990391	-1
1	11003526	-1
1	11012281	-1
1	11028496	-1
1	11045082	1
1	11048275	-1
1	11052225	-1
1	11073904	1
1	11084759	1
1	11109376	1
1	11129941	-1
1	11141179	-1
1	11154152	-1
1	11161676	-1
1	11178487	1
1	11188494	-1
1	11212188	1
1	11219754	-1
1	11227645	1
1	11244033	1
1	11249512	1
1	11259304	-1
1	11287512	-1
1	11331058	1
1	11335958	1
1	11344208	-1
1	11357827	1
1	11362384	-1
1	11373611	-1
1	11375471	1
1	11399160	1
1	11404705	1
1	11412471	1
1	11419588	1
1	11422197	1
1	11425646	-1
1	11427495	-1
1	11437049	-1
1	11446058	1
1	11448472	1
1	11450789	1
1	11455014	-1
1	11460636	-1
1	11475422	1
1	11482662	1
1	11489255	1
1	11494360	-1
1	11506074	1
1	11510731	-1
1	11525801	-1
1	11532855	1
1	11532855	1
1	11537671	-1
1	11542915	-1
1	11550616	1
1	11555411	1
1	11571260	1
1	11573448	-1
1	11579901	-1
1	11604755	1
1	11609756	-1
1	11610980	-1
1	11616457	1
1	11618856	1
1	11623001	-1
1	11627412	-1
1	11631883	1
1	11635128	-1
1	11645237	-1
1	11649232	-1
1	11668933	1
1	11681609	1
1	11690231	-1
1	11691757	-1
1	11693952	-1
1	11697029	-1
1	11702299	1
1	11709667	-1
1	11730149	-1
1	11730337	-1
1	11768127	1
1	11776407	1
1	11779836	-1
1	11790359	-1
1	11810432	-1
1	11824575	1
1	11834618	1
1	11838516	-1
1	11846939	-1
1	11852609	1
1	11857895	1
1	11860831	-1
1	11891697	1
1	11914083	1
1	11922129	-1
1	11929479	1
1	11944441	1
1	11946166	-1
1	11953280	-1
1	11957671	-1
1	11968709	-1
1	11976420	1
1	11980898	1
1	11982977	1
1	11986555	1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11996541	-1
1	12005071	1
1	12011882	1
1	12014563	-1
1	12017413	-1
1	12028506	-1
1	12033664	-1
1	12038067	1
1	12044541	1
1	12064428	1
1	12067627	1
1	12077576	1
1	12079734	1
1	12083736	1
1	12086000	1
1	12097846	1
1	12109925	1
1	12119617	-1
1	12120928	1
1	12135530	1
1	12143305	1
1	12143305	1
1	12156971	1
1	12166454	1
1	12169021	-1
1	12173388	-1
1	12183889	1
1	12190146	1
1	12197242	-1
1	12202743	1
1	12206135	-1
1	12221656	-1
1	12227359	-1
1	12239089	-1
1	12242572	-1
1	12261750	-1
1	12269556	1
1	12274295	1
1	12276722	1
1	12281369	1
1	12285545	-1
1	12299946	-1
1	12317509	1
1	12333929	1
1	12341269	-1
1	12348735	1
1	12354465	1
1	12361724	1
1	12369016	-1
1	12380238	1
1	12383193	-1
1	12384432	1
1	12385036	-1
1	12394160	1
1	12408833	1
1	12414824	1
1	12427726	1
1	12434235	-1
1	12442095	-1
1	12453895	1
1	12464091	-1
1	12539370	-1
1	12558455	-1
1	12561620	1
1	12577208	-1
1	12602542	1
1	12608186	-1
1	12611930	-1
1	12617257	-1
1	12624498	-1
1	12636917	1
1	12640190	1
1	12643456	1
1	12650591	1
1	12654483	-1
1	12661166	-1
1	12661344	-1
1	12681103	-1
1	12693028	-1
1	12703920	-1
1	12709172	1
1	12721072	1
1	12732747	1
1	12738071	1
1	12771371	1
1	12785126	1
1	12793536	1
1	12805272	1
1	12808801	1
1	12820790	-1
1	12832232	1
1	12839320	1
1	12843332	-1
1	12854827	1
1	12858893	-1
1	12868132	1
1	12881018	1
1	12931274	1
1	12946309	-1
1	12965076	1
1	12977046	-1
1	12981826	1
1	12989510	-1
1	13018470	1
1	13033100	-1
1	13043965	1
1	13049447	-1
1	13056683	-1
1	13084996	1
1	13096349	1
1	13113587	1
1	13122585	-1
1	13136003	1
1	13144778	1
1	13144778	1
1	13152626	-1
1	13154461	1
1	13157088	1
1	13175611	1
1	13184632	-1
1	13208557	-1
1	13217197	-1
1	13236861	-1
1	13237743	-1
1	13248958	1
1	13255902	1
1	13259929	1
1	13264186	1
1	13282601	-1
1	13284602	1
1	13289278	1
1	13292962	1
1	13299571	-1
1	13320178	1
1	13326105	-1
1	13340116	-1
1	13358722	1
1	13364627	1
1	13370277	1
1	13376811	-1
1	13396707	1
1	13404557	-1
1	13405019	-1
1	13415490	1
1	13425720	-1
1	13435504	-1
1	13441843	-1
1	13446902	-1
1	13457393	-1
1	13459624	-1
1	13468065	-1
1	13476623	1
1	13492656	-1
1	13524858	1
1	13554887	-1
1	13562878	1
1	13573690	1
1	13575477	1
1	13591183	1
1	13608272	-1
1	13613818	-1
1	13622707	-1
1	13629777	-1
1	13638743	1
1	13642313	-1
1	13649308	1
1	13667242	-1
1	13684066	-1
1	13687622	-1
1	13690671	-1
1	13719589	-1
1	13724205	-1
1	13737718	-1
1	13744439	-1
1	13756089	-1
1	13767922	-1
1	13770459	-1
1	13782823	-1
1	13786852	-1
1	13791843	-1
1	13802886	-1
1	13824327	-1
1	13829248	-1
1	13845517	1
1	13847708	1
1	13853361	1
1	13856707	1
1	13859189	1
1	13869109	1
1	13904743	1
1	13915309	1
1	13919185	1
1	13921006	1
1	13926528	-1
1	13932283	-1
1	13957114	1
1	13968102	-1
1	13977208	-1
1	13987668	1
1	13989001	-1
1	14004978	1
1	14010452	1
1	14016470	-1
1	14035941	1
1	14039204	-1
1	14043129	-1
1	14048127	1
1	14074561	1
1	14081002	1
1	14089146	-1
1	14091278	1
1	14097900	1
1	14105841	-1
1	14114976	1
1	14130365	1
1	14138148	-1
1	14156422	1
1	14166285	1
1	14171662	-1
1	14190788	-1
1	14200045	1
1	14205743	1
1	14218521	1
1	14223254	1
1	14234627	-1
1	14250521	1
1	14260870	-1
1	14268675	-1
1	14283158	-1
1	14289577	1
1	14295485	-1
1	14306982	1
1	14312893	1
1	14325184	1
1	14328101	-1
1	14333988	-1
1	14337613	-1
1	14376228	-1
1	14380995	-1
1	14394684	1
1	14426788	1
1	14428119	1
1	14428759	1
1	14437165	-1
1	14445107	-1
1	14489534	-1
1	14496936	1
1	14522577	-1
1	14527980	-1
1	14561881	1
1	14565589	-1
1	14571649	1
1	14574588	-1
1	14596870	1
1	14616811	1
1	14621919	1
1	14631231	-1
1	14654930	-1
1	14663696	-1
1	14679585	-1
1	14688465	1
1	14693033	1
1	14700886	1
1	14710170	-1
1	14729427	1
1	14737873	-1
1	14742767	1
1	14745987	1
1	14753607	1
1	14758635	1
1	14760468	-1
1	14763431	1
1	14765359	-1
1	14787158	-1
1	14791207	-1
1	14799947	-1
1	14835799	-1
1	14838847	-1
1	14860279	-1
1	14875129	1
1	14875129	1
1	14885791	-1
1	14898643	-1
1	14902224	-1
1	14906251	1
1	14921035	1
1	14927084	1
1	14931439	-1
1	14941884	-1
1	14956630	-1
1	14985973	-1
1	14991438	-1
1	14998042	-1
1	15005746	-1
1	15012506	1
1	15018428	-1
1	15021305	-1
1	15029823	-1
1	15037104	1
1	15048842	-1
1	15055069	1
1	15067399	1
1	15099308	1
1	15170477	1
1	15169730	1
1	15173788	-1
1	15179650	1
1	15185767	1
1	15187874	1
1	15194089	1
1	15200304	1
1	15219557	1
1	15239128	1
1	15249201	-1
1	15260650	1
1	15262791	1
1	15275142	1
1	15295327	-1
1	15307055	-1
1	15317010	1
1	15318256	1
1	15329215	1
1	15363928	1
1	15371235	1
1	15376871	1
1	15380625	1
1	15387568	-1
1	15393542	-1
1	15400122	-1
1	15412525	-1
1	15416184	1
1	15416940	1
1	15421717	1
1	15424808	1
1	15428745	-1
1	15436769	-1
1	15438051	-1
1	15447221	1
1	15449621	1
1	15453129	1
1	15466200	1
1	15471605	1
1	15479154	-1
1	15483503	1
1	15489415	-1
1	15491871	-1
1	15497697	-1
1	15507776	1
1	15525210	-1
1	15551708	-1
1	15568066	-1
1	15601983	-1
1	15643217	1
1	15677177	1
1	15714347	1
1	15720621	-1
1	15740764	1
1	15773049	1
1	15798191	1
1	15807284	-1
1	15813563	1
1	15815824	-1
1	15817435	1
1	15826797	1
1	15832312	-1
1	15835204	-1
1	15847109	1
1	15858948	1
1	15869205	1
1	15879228	1
1	15894825	1
1	15897882	1
1	15905936	-1
1	15913392	1
1	15914435	1
1	15925738	-1
1	15936457	-1
1	15937131	-1
1	15945001	1
1	15952582	-1
1	15963133	1
1	16425272	1
1	16439393	-1
1	16440030	-1
1	16457387	1
1	16463166	-1
1	16468774	-1
1	16477669	-1
1	16489165	1
1	16493376	-1
1	16503904	-1
1	16525821	1
1	16531638	-1
1	16533202	1
1	16538384	1
1	16554565	1
1	16567361	1
1	16584809	1
1	16590469	1
1	16624441	-1
1	16631830	1
1	16636039	-1
1	16641737	1
1	16677077	1
1	16684399	1
1	16689289	1
1	16714895	1
1	16720633	1
1	16731693	1
1	16735450	-1
1	16739890	-1
1	16747959	-1
1	16770296	-1
1	16773520	-1
1	16783405	1
1	16786002	-1
1	16800028	1
1	16806497	-1
1	16814818	-1
1	16819065	1
1	16835360	1
1	16836435	1
1	16840974	-1
1	16849399	-1
1	16856790	-1
1	16860089	1
1	16876977	1
1	16881212	1
1	16892394	1
1	16919824	1
1	16954579	1
1	16970593	-1
1	16974041	1
1	16992250	-1
1	16996158	1
1	16996154	1
1	17003447	1
1	17008306	-1
1	17009144	-1
1	17017381	1
1	17030915	-1
1	17039046	1
1	17067702	-1
1	17070427	-1
1	17071539	-1
1	17077448	-1
1	17106601	1
1	17115541	1
1	17137803	1
1	17142672	-1
1	17150586	1
1	17151994	-1
1	17166890	1
1	17176053	1
1	17179375	-1
1	17218761	1
1	17230294	-1
1	17236581	1
1	17239543	-1
1	17255207	1
1	17260447	1
1	17274265	1
1	17278162	-1
1	17301388	1
1	17317415	1
1	17321336	1
1	17325317	-1
1	17345689	1
1	17396383	1
1	17494146	1
1	17498334	1
1	17499869	1
1	17529169	-1
1	17533554	-1
1	17548365	1
1	17569588	-1
1	17586852	-1
1	17603835	-1
1	17630225	-1
1	17635337	1
1	17637294	1
1	17637925	-1
1	17645958	-1
1	17648978	-1
1	17661019	1
1	17682543	1
1	17695704	-1
1	17700404	1
1	17705726	1
1	17757119	1
1	17779415	1
1	17783795	-1
1	17807043	-1
1	17811492	-1
1	17832734	1
1	17860781	1
1	17868710	1
1	17873179	-1
1	17880387	1
1	17882930	-1
1	17885260	-1
1	17890657	-1
1	17893972	1
1	17896131	-1
1	17898231	-1
1	17902285	-1
1	17909347	-1
1	17918333	1
1	17932561	-1
1	17948054	1
1	17961413	1
1	17984937	-1
1	17991687	-1
1	17999107	-1
1	18006816	-1
1	18016371	1
1	18020124	1
1	18025615	1
1	18040930	1
1	18044693	-1
1	18047895	1
1	18061301	-1
1	18061238	-1
1	18115284	1
1	18119313	1
1	18127147	-1
1	18134026	-1
1	18140860	1
1	18152644	1
1	18156742	-1
1	18159281	1
1	18163382	1
1	18188617	1
1	18192191	-1
1	18196237	-1
1	18213101	-1
1	18216898	1
1	18244938	1
1	18247026	-1
1	18251755	-1
1	18272382	1
1	18275252	1
1	18280057	-1
1	18308094	1
1	18323672	1
1	18326807	-1
1	18330245	-1
1	18337849	1
1	18351370	1
1	18373915	1
1	18380655	1
1	18383673	-1
1	18389461	1
1	18395139	-1
1	18432545	1
1	18447130	-1
1	18474205	1
1	18482680	1
1	18493243	1
1	18499112	1
1	18508658	1
1	18522349	-1
1	18524398	-1
1	18525782	1
1	18528585	-1
1	18535799	-1
1	18555019	-1
1	18573202	-1
1	18575055	-1
1	18591626	-1
1	18591626	-1
1	18616204	-1
1	18618112	1
1	18631740	1
1	18635855	-1
1	18637919	-1
1	18645128	1
1	18655489	-1
1	18671451	-1
1	18678059	-1
1	18686560	-1
1	18696434	1
1	18699617	-1
1	18740748	1
1	18742428	-1
1	18765809	1
1	18785389	-1
1	18785818	-1
1	18786939	-1
1	18806988	1
1	18810861	-1
1	18849398	-1
1	18862565	-1
1	18866688	-1
1	18866998	-1
1	18868256	-1
1	18874567	-1
1	18876314	-1
1	18879004	-1
1	18881852	-1
1	18890668	-1
1	18891475	-1
1	18896073	-1
1	18919832	-1
1	18927396	1
1	18929757	-1
1	18948098	1
1	18954461	-1
1	18960004	1
1	18966517	-1
1	18968413	1
1	18976501	-1
1	18983567	1
1	18996953	1
1	19001931	1
1	19007338	1
1	19035385	-1
1	19050618	-1
1	19069604	-1
1	19077257	-1
1	19111899	1
1	19119369	-1
1	19126993	-1
1	19126993	-1
1	19132571	-1
1	19149396	-1
1	19159690	1
1	19171664	-1
1	19180435	-1
1	19192992	1
1	19199466	-1
1	19200294	1
1	19203072	-1
1	19217794	-1
1	19233267	-1
1	19239689	-1
1	19242882	1
1	19246683	1
1	19277123	1
1	19280207	1
1	19281542	-1
1	19284446	1
1	19297732	-1
1	19300140	1
1	19339052	-1
1	19346081	1
1	19350541	1
1	19356403	-1
1	19361846	-1
1	19384852	1
1	19389931	-1
1	19419391	1
1	19430641	1
1	19440383	1
1	19444702	-1
1	19457979	1
1	19460859	-1
1	19489384	-1
1	19497924	-1
1	19504854	-1
1	19515226	-1
1	19522762	-1
1	19539247	1
1	19545193	1
1	19557393	-1
1	19561850	-1
1	19588103	-1
1	19603708	1
1	19610937	1
1	19613825	-1
1	19620879	-1
1	19675757	-1
1	19707212	-1
1	19721291	-1
1	19732329	1
1	19736145	-1
1	19742790	-1
1	19758233	1
1	19759069	-1
1	19764458	1
1	19773960	1
1	19777386	-1
1	19781779	1
1	19788587	-1
1	19801222	-1
1	19807673	1
1	19808921	-1
1	19821552	1
1	19830327	-1
1	19837284	-1
1	19859631	1
1	19873425	1
1	19886314	1
1	19886314	-1
1	19919825	-1
1	19947687	1
1	19953791	-1
1	19961097	-1
1	19986326	-1
1	20018021	-1
1	20023900	-1
1	20052119	1
1	20058826	1
1	20067173	1
1	20083547	1
1	20103715	1
1	20105367	-1
1	20113297	1
1	20118048	1
1	20124386	1
1	20127833	-1
1	20143097	1
1	20185248	1
1	20234410	-1
1	20265083	-1
1	20283417	-1
1	20308745	-1
1	20318143	-1
1	20322268	-1
1	20368466	-1
1	20385069	-1
1	20399111	1
1	20417417	1
1	20423737	1
1	20434243	-1
1	20439852	1
1	20446397	-1
1	20454581	1
1	20466686	-1
1	20488729	-1
1	20498918	1
1	20515445	-1
1	20634218	1
1	20654301	1
1	20663392	-1
1	20723097	-1
1	20744752	1
1	20745043	1
1	20752066	-1
1	20758225	-1
1	20777611	1
1	20783136	1
1	20784898	1
1	20799279	-1
1	20802914	-1
1	20818000	1
1	20823164	-1
1	20833831	-1
1	20842278	-1
1	20846121	-1
1	20858665	-1
1	20866494	-1
1	20870787	-1
1	20884193	1
1	20887243	1
1	20915474	1
1	21001846	1
1	21022168	-1
1	21035218	-1
1	21074154	1
1	21113642	-1
1	21190299	-1
1	21195812	-1
1	21197328	1
1	21197927	-1
1	21197927	-1
1	21213361	1
1	21248810	1
1	21267707	1
1	21267707	1
1	21294840	1
1	21303255	-1
1	21370083	1
1	21377484	-1
1	21384861	-1
1	21385534	-1
1	21391933	-1
1	21403807	-1
1	21439411	-1
1	21469408	-1
1	21474434	-1
1	21495986	1
1	21498417	1
1	21503685	-1
1	21510401	1
1	21518178	-1
1	21519445	-1
1	21533419	-1
1	21545022	-1
1	21549819	-1
1	21557497	-1
1	21558445	-1
1	21579974	-1
1	21589004	-1
1	21623385	-1
1	21631891	1
1	21635828	-1
1	21666664	1
1	21681434	1
1	21681350	1
1	21683798	-1
1	21735506	1
1	21739112	-1
1	21741745	1
1	21751511	-1
1	21766441	1
1	21775118	1
1	21791256	1
1	21794871	1
1	21824616	1
1	21826557	1
1	21841105	1
1	21849584	1
1	21856281	1
1	21861045	1
1	21863816	1
1	21866896	-1
1	21879003	1
1	21921315	1
1	21939162	-1
1	21943623	-1
1	21948559	-1
1	21958992	-1
1	21971283	-1
1	21976923	1
1	21978954	-1
1	22005000	1
1	22010184	1
1	22074035	-1
1	22082875	1
1	22093125	1
1	22097890	-1
1	22136252	1
1	22220746	-1
1	22223080	-1
1	22248775	1
1	22279907	-1
1	22290925	-1
1	22302445	-1
1	22309413	1
1	22312577	-1
1	22319921	1
1	22323952	-1
1	22328296	1
1	22333204	1
1	22344559	1
1	22350853	-1
1	22362159	1
1	22364645	1
1	22367670	-1
1	22387922	-1
1	22392533	-1
1	22397999	-1
1	22403230	1
1	22404055	-1
1	22413738	-1
1	22419583	-1
1	22459510	1
1	22496303	-1
1	22523858	1
1	22539133	1
1	22541118	1
1	22564488	-1
1	22589276	1
1	22633940	1
1	22688611	1
1	22708660	1
1	22724690	1
1	22745046	1
1	22745917	-1
1	22748315	1
1	22792994	1
1	22811490	-1
1	22822590	1
1	22857442	1
1	22866328	1
1	22872900	-1
1	22905567	-1
1	22965338	-1
1	22983319	-1
1	23116352	1
1	23123119	1
1	23131387	-1
1	23134618	-1
1	23150573	-1
1	23153040	1
1	23161933	1
1	23165483	1
1	23169351	-1
1	23172901	-1
1	23189678	-1
1	23197280	1
1	23277868	-1
1	23281959	1
1	23314869	1
1	23319672	-1
1	23324194	-1
1	23335218	-1
1	23337600	-1
1	23442551	-1
1	23458644	-1
1	23496958	-1
1	23584027	1
1	23708432	-1
1	23804255	-1
1	23819810	-1
1	23829816	1
1	23843436	-1
1	23848853	1
1	23854213	-1
1	23879047	1
1	23885258	-1
1	23895285	-1
1	23903761	-1
1	23906112	1
1	23934415	1
1	23937888	-1
1	23957365	1
1	23984823	1
1	23992841	1
1	24002231	-1
1	24014457	-1
1	24021178	-1
1	24054088	-1
1	24186683	-1
1	24248883	-1
1	24257218	1
1	24332978	1
1	24395491	-1
1	24463325	1
1	24484487	1
1	24488044	-1
1	24523224	-1
1	24528002	-1
1	24540442	1
1	24545485	1
1	24548649	1
1	24550066	1
1	24576190	1
1	24584808	-1
1	24598124	-1
1	24601278	1
1	24603750	-1
1	24650397	1
1	24653001	-1
1	24656444	-1
1	24665964	-1
1	24668155	-1
1	24684830	-1
1	24687899	-1
1	24708267	-1
1	24713465	1
1	24715797	-1
1	24757813	1
1	24766989	1
1	24773841	1
1	24777665	-1
1	24787055	-1
1	24792213	-1
1	24800907	-1
1	24800907	-1
1	24812018	-1
1	24818116	1
1	24822730	1
1	24850420	1
1	24878829	-1
1	24883837	-1
1	24885912	-1
1	24895277	-1
1	24903632	1
1	24912986	-1
1	24935237	1
1	24957004	-1
1	24983124	-1
1	25011983	-1
1	25020342	-1
1	25053436	-1
1	25055414	-1
1	25056735	-1
1	25102530	-1
1	25114756	-1
1	25152149	-1
1	25156797	1
1	25170229	1
1	25176409	1
1	25181743	1
1	25195290	-1
1	25202800	-1
1	25214403	-1
1	25246419	-1
1	25251024	-1
1	25276749	-1
1	25282583	1
1	25301509	1
1	25304074	1
1	25358633	-1
1	25366695	-1
1	25373815	1
1	25386773	-1
1	25398682	-1
1	25467779	-1
1	25470227	1
1	25475188	1
1	25476709	-1
1	25496326	1
1	25508518	-1
1	25526424	1
1	25579947	-1
1	25590553	-1
1	25605885	1
1	25611708	1
1	25614602	-1
1	25643667	1
1	25707955	1
1	25735251	-1
1	25742738	-1
1	25748804	-1
1	25938776	1
1	25947093	-1
1	25947390	-1
1	25950025	-1
1	25959040	1
1	25984026	1
1	25987994	1
1	25997504	1
1	26011962	1
1	26028691	1
1	26034326	-1
1	26035972	-1
1	26064737	-1
1	26120739	-1
1	26142364	-1
1	26178672	1
1	26184345	1
1	26189905	1
1	26198475	1
1	26253645	1
1	26371223	1
1	26389273	1
1	26423722	-1
1	26433912	-1
1	26454123	1
1	26464649	1
1	26611920	1
1	26647627	-1
1	26652521	-1
1	26654024	-1
1	26657159	1
1	26661762	1
1	26677829	1
1	26685805	-1
1	26691424	-1
1	26691424	-1
1	26691424	-1
1	26691424	-1
1	26691402	-1
1	26745120	1
1	26915971	1
1	26968556	-1
1	26974105	1
1	26978573	-1
1	26983231	-1
1	26987144	-1
1	27019305	1
1	27039172	1
1	27056472	-1
1	27064644	-1
1	27067737	1
1	27070985	-1
1	27082809	-1
1	27091316	1
1	27107138	-1
1	27136678	1
1	27141649	-1
1	27215908	-1
1	27216883	1
1	27216883	1
1	27226063	-1
1	27257828	1
1	27268034	1
1	27284160	-1
1	27287605	1
1	27292886	-1
1	27302727	1
1	27312979	-1
1	27334201	1
1	27338672	-1
1	27344771	-1
1	27391079	1
1	27409837	-1
1	27417360	-1
1	27497109	1
1	27502142	-1
1	27509984	-1
1	27527896	1
1	27568210	1
1	27583880	-1
1	27669418	-1
1	27673003	-1
1	27701151	1
1	27745835	1
1	27861430	-1
1	27996459	-1
1	28065465	1
1	28071120	1
1	28079739	1
1	28100836	-1
1	28165722	-1
1	28169017	1
1	28182642	-1
1	28274914	1
1	28276510	1
1	28293801	-1
1	28301623	1
1	28311923	-1
1	28500633	1
1	28562052	1
1	28569486	-1
1	28572530	-1
1	28576463	-1
1	28764186	-1
1	28779835	1
1	28970067	-1
1	29065449	1
1	29111743	-1
1	29223720	1
1	29255722	1
1	29419301	-1
1	29429550	-1
1	29430365	-1
1	29442485	1
1	29460822	-1
1	29462008	1
1	29492706	-1
1	29497568	-1
1	29527883	-1
1	29542962	1
1	29706302	1
1	29750617	1
1	29773840	1
1	29782216	1
1	29784607	1
1	29847854	1
1	29870658	1
1	29873694	-1
1	29910987	1
1	29936967	1
1	29951977	1
1	29953120	-1
1	30042484	-1
1	30196937	1
1	30228416	-1
1	30271249	-1
1	30399803	1
1	30408480	1
1	30421519	1
1	30475620	1
1	30542539	1
1	30555249	1
1	30561899	1
1	30570964	1
1	30584661	1
1	30615729	1
1	30654595	1
1	30657897	-1
1	30746605	1
1	30758580	-1
1	30766872	-1
1	30793974	1
1	30794205	1
1	30798134	-1
1	30805244	1
1	30921123	-1
1	30941927	-1
1	30949257	1
1	30971875	1
1	31100667	1
1	31100667	1
1	31100644	1
1	31107810	-1
1	31114098	1
1	31132191	1
1	31302425	1
1	31337913	1
1	31423903	1
1	31441729	1
1	31463910	1
1	31481873	1
1	31535204	1
1	31745869	1
1	31755972	-1
1	31855203	1
1	31856929	1
1	31857849	1
1	31974878	-1
1	31996235	-1
1	31996235	-1
1	32220771	1
1	32494973	-1
1	32494973	-1
1	32548144	1
1	32799639	1
1	32889135	-1
1	32912198	1
1	32912938	-1
1	33138346	1
1	33138823	1
1	38589619	-1
1	38645179	-1
1	38820388	1
1	38823148	1
1	38934637	-1
1	39036927	-1
1	39039176	-1
1	39047598	-1
1	39051970	-1
1	39375756	-1
1	39524592	1
1	39527129	1
1	39535897	-1
1	39751070	-1
1	39752928	-1
1	39894357	-1
1	39906775	1
1	40082067	1
1	40144413	1
1	40220967	1
1	40228668	-1
1	40252596	-1
1	40493667	1
1	40499787	1
1	40553271	1
1	40658989	-1
1	40658989	-1
1	40847250	-1
1	40895433	1
1	41014389	-1
1	41085707	-1
1	41232293	1
1	41253137	-1
1	41256393	-1
1	41259205	-1
1	41268780	-1
1	41272317	-1
1	41324121	1
1	41439296	1
1	41728130	-1
1	41745827	-1
1	41820093	1
1	41899753	1
1	41955340	1
1	41981990	-1
1	41987578	-1
1	42004759	1
1	42007345	1
1	42009961	1
1	42332686	-1
1	42380773	1
1	42404124	1
1	42511469	1
1	42544902	1
1	42554472	-1
1	42574645	-1
1	42651562	-1
1	42652880	-1
1	42689047	1
1	42697231	1
1	42703477	-1
1	42707170	-1
1	42890451	1
1	43080771	-1
1	43089022	-1
1	43093029	1
1	43108466	1
1	43111692	-1
1	43118329	1
1	43122162	1
1	43122751	1
1	43169413	-1
1	43188584	1
1	43222929	1
1	43262576	-1
1	43266495	1
1	43501658	1
1	43526063	-1
1	43542015	-1
1	43564276	1
1	43674182	-1
1	43676605	1
1	43688989	-1
1	43749547	1
1	43752841	-1
1	43757347	-1
1	43817795	-1
1	43855085	-1
1	43973228	1
1	43982030	1
1	43987244	-1
1	43996629	-1
1	44019034	-1
1	44021040	-1
1	44032146	-1
