Transcript start (bp)	Chromosome/scaffold name	Transcript end (bp)	Strand	Gene start (bp)	Gene end (bp)
2528507	1	2533806	1	2528507	2533806
2534073	1	2535896	1	2534073	2535896
2539160	1	2540212	-1	2539160	2540212
2542059	1	2542457	-1	2542059	2542457
2548707	1	2549900	-1	2548707	2549900
2553549	1	2555065	-1	2553549	2555065
2556433	1	2556769	-1	2556433	2556769
2581548	1	2584791	1	2581548	2584791
2586589	1	2588075	1	2586589	2588075
2605733	1	2607377	-1	2605733	2607377
2612658	1	2613943	-1	2612658	2613943
2614920	1	2621046	1	2614920	2621046
2622701	1	2625591	1	2622701	2625591
2626620	1	2628778	-1	2626620	2628778
2626620	1	2628778	-1	2626620	2628778
2629618	1	2630509	-1	2629618	2630509
2632850	1	2633678	-1	2632850	2633678
2636905	1	2637456	-1	2636905	2637456
2643399	1	2652117	-1	2643399	2652117
2643399	1	2652013	-1	2643399	2652117
2653583	1	2654023	1	2653583	2654023
2654973	1	2658361	-1	2654973	2658361
2663722	1	2667043	1	2663722	2667043
2669008	1	2670703	1	2669008	2670703
2679611	1	2681513	1	2679611	2681513
2685440	1	2689204	-1	2685440	2689204
2690803	1	2692372	1	2690803	2692372
2699853	1	2701360	-1	2699853	2701360
2702042	1	2709923	-1	2702042	2709923
2713276	1	2713885	-1	2713276	2713885
2715520	1	2718039	-1	2715520	2718039
2723902	1	2724207	-1	2723902	2724207
2731122	1	2735193	-1	2731122	2735193
2737940	1	2739951	1	2737940	2739951
2741618	1	2745295	1	2741618	2745295
2748989	1	2750823	1	2748989	2750823
2753202	1	2754938	1	2753202	2754938
2755001	1	2755183	1	2755001	2755183
2755337	1	2755707	1	2755337	2755707
2763031	1	2773768	1	2763031	2773768
2779596	1	2779907	1	2779596	2779907
2782693	1	2787044	1	2782693	2787044
2789158	1	2796180	1	2789158	2796180
2798983	1	2799111	1	2798983	2799111
2808966	1	2810618	1	2808966	2810618
2810843	1	2813315	-1	2810843	2813315
2813705	1	2815878	-1	2813705	2815878
2816500	1	2821730	-1	2816500	2821730
2824545	1	2828938	-1	2824545	2828938
2833876	1	2837854	1	2833876	2837854
2845404	1	2848873	1	2845404	2848873
2852990	1	2854694	1	2852990	2854694
2876969	1	2878880	-1	2876969	2878880
2885800	1	2886238	-1	2885800	2886238
2893109	1	2894418	1	2893109	2894418
2894446	1	2904075	-1	2894446	2904075
2908164	1	2909008	1	2908164	2909008
2910716	1	2911477	1	2910716	2911477
2912049	1	2914460	-1	2912049	2914460
2917737	1	2918162	-1	2917737	2918162
2926989	1	2931489	1	2926989	2931489
2932526	1	2935029	-1	2932526	2935029
2941405	1	2945685	1	2941399	2945685
2941399	1	2945519	1	2941399	2945685
2941405	1	2945519	1	2941399	2945685
2946427	1	2949876	1	2946427	2949876
2950449	1	2953477	1	2950449	2953477
2957590	1	2958737	1	2957590	2958737
2960855	1	2964672	-1	2960855	2964672
2971880	1	2974178	-1	2971880	2974178
2975795	1	2981369	1	2975795	2981369
2981848	1	2983430	-1	2981848	2983430
2992325	1	2992447	1	2992325	2992447
2999576	1	3002470	-1	2999576	3002470
3006742	1	3007425	-1	3006742	3007425
3010861	1	3013787	-1	3010861	3013787
3011872	1	3013787	-1	3010861	3013787
3019470	1	3031368	1	3019470	3031368
3031498	1	3033577	1	3031498	3033577
3034453	1	3037078	-1	3034453	3037078
3044173	1	3046112	1	3044173	3046112
3048038	1	3049672	1	3048038	3049672
3050119	1	3051515	-1	3050119	3051515
3051791	1	3055291	1	3051791	3055291
3055623	1	3056567	1	3055623	3056567
3071094	1	3074942	1	3071094	3074942
3095263	1	3096583	-1	3095263	3096583
3097876	1	3100100	-1	3097876	3100100
3109637	1	3113506	-1	3109637	3113506
3114774	1	3124068	-1	3114774	3124068
3127652	1	3131443	1	3127652	3131443
3131484	1	3133196	-1	3131484	3133196
3137613	1	3138320	-1	3137613	3138320
3143996	1	3151010	1	3143996	3151010
3143996	1	3151010	1	3143996	3151010
3156729	1	3158061	-1	3156729	3158061
3162015	1	3163110	1	3162015	3163110
3170934	1	3172010	-1	3170934	3172010
3175364	1	3176983	1	3175364	3176983
3186555	1	3190220	1	3186555	3190220
3220062	1	3221072	-1	3220062	3221072
3225965	1	3227616	-1	3225965	3227616
3230100	1	3238092	1	3230100	3238092
3241903	1	3244113	1	3241903	3244113
3247007	1	3249705	1	3247007	3249705
3249839	1	3250154	1	3249839	3250154
3250916	1	3258357	-1	3250916	3258357
3261602	1	3265980	-1	3261602	3265980
3267258	1	3269315	1	3267258	3269315
3270567	1	3272988	1	3270567	3272988
3276511	1	3281093	1	3276511	3281093
3281959	1	3287477	1	3281959	3287477
3288502	1	3290646	-1	3288502	3290646
3295706	1	3296923	-1	3295706	3296923
3299028	1	3301616	1	3299028	3301616
3302963	1	3304103	1	3302963	3304103
3304490	1	3307002	-1	3304490	3307002
3310786	1	3312790	1	3310786	3312790
3316366	1	3318406	1	3316366	3318406
3319006	1	3320520	1	3319006	3320520
3326638	1	3327186	1	3326638	3327186
3327321	1	3332332	-1	3327321	3332332
3336716	1	3341456	-1	3336716	3341456
3344432	1	3348438	-1	3344432	3348438
3356299	1	3357587	1	3356299	3357587
3358165	1	3360106	-1	3358165	3360106
3360775	1	3362611	1	3360775	3362611
3363318	1	3364904	-1	3363318	3364904
3367363	1	3368529	1	3367363	3368529
3379367	1	3381567	1	3379367	3381567
3385947	1	3391819	1	3385947	3391819
3393808	1	3395771	-1	3393808	3395771
3401564	1	3403064	1	3401564	3403064
3403669	1	3404860	-1	3403669	3404860
3405904	1	3407725	-1	3405904	3407725
3416190	1	3418384	-1	3416190	3418384
3419689	1	3422032	-1	3419689	3422032
3431853	1	3434732	1	3431853	3434732
3434835	1	3436775	1	3434835	3436775
3443251	1	3443956	1	3443251	3443956
3444059	1	3445441	1	3444059	3445441
3453081	1	3453245	-1	3453081	3453245
3459397	1	3460374	1	3459397	3460374
3460823	1	3463382	-1	3460823	3463382
3467032	1	3467994	-1	3467032	3467994
3467032	1	3467994	-1	3467032	3467994
3470769	1	3473239	1	3470769	3473239
3473783	1	3478436	1	3473783	3478436
3481234	1	3485337	-1	3481234	3485337
3492979	1	3496209	-1	3492979	3496209
3498363	1	3507111	-1	3498363	3507111
3498363	1	3507111	-1	3498363	3507111
3514952	1	3515302	-1	3514952	3515302
3515894	1	3518747	-1	3515894	3518747
3518028	1	3518747	-1	3515894	3518747
3521842	1	3522898	-1	3521842	3522898
3535462	1	3536504	-1	3535462	3536504
3538469	1	3541785	-1	3538469	3541785
3542571	1	3550435	1	3542571	3550435
3550546	1	3553033	-1	3550546	3553033
3557127	1	3559349	-1	3557127	3559349
3563544	1	3570151	1	3563544	3570151
3571423	1	3574160	1	3571423	3574160
3574873	1	3577250	1	3574873	3577250
3581215	1	3583344	1	3581215	3583344
3589472	1	3591257	-1	3589472	3591257
3603357	1	3604099	-1	3603357	3604099
3607475	1	3612579	1	3607475	3612579
3614819	1	3617682	1	3614819	3618019
3615507	1	3618019	1	3614819	3618019
3618896	1	3623287	-1	3618894	3623287
3618894	1	3623287	-1	3618894	3623287
3618896	1	3623287	-1	3618894	3623287
3625876	1	3630837	1	3625876	3630837
3625876	1	3630837	1	3625876	3630837
3631242	1	3637745	-1	3631242	3637745
3639903	1	3641479	1	3639903	3641479
3652963	1	3657415	1	3652963	3657415
3657540	1	3661229	1	3657540	3661229
3665361	1	3666836	1	3665361	3666836
3675732	1	3676214	1	3675732	3676214
3678380	1	3679397	-1	3678380	3679397
3680068	1	3685443	-1	3680068	3685443
3687366	1	3689943	-1	3687366	3689943
3695384	1	3697749	-1	3695384	3697749
3702739	1	3707122	1	3702739	3707122
3709298	1	3722300	1	3709298	3722300
3725881	1	3729438	1	3725881	3729438
3731273	1	3735132	1	3731273	3735132
3738111	1	3740162	1	3738111	3740162
3751705	1	3752922	1	3751705	3752922
3758347	1	3758928	1	3758347	3758928
3775931	1	3778748	-1	3775931	3778748
3783408	1	3786904	1	3783408	3786904
3787168	1	3794007	1	3787168	3794007
3795389	1	3800240	1	3795389	3800240
3801783	1	3803681	-1	3801783	3803681
3807846	1	3815279	1	3807846	3815279
3817776	1	3818712	-1	3817776	3818712
3825297	1	3825629	1	3825297	3825629
3833916	1	3835710	1	3833910	3835710
3833910	1	3835710	1	3833910	3835710
3833932	1	3835710	1	3833910	3835710
3833915	1	3835710	1	3833910	3835710
3846987	1	3848600	-1	3846987	3848600
3850186	1	3852366	-1	3850186	3852366
3859609	1	3862726	-1	3859609	3862726
3865964	1	3873753	-1	3865964	3873753
3875443	1	3877393	1	3875443	3877393
3878664	1	3878956	1	3878664	3878956
3882129	1	3882368	1	3882129	3882368
3883377	1	3892825	-1	3883377	3892825
3896402	1	3897917	1	3896402	3897917
3897947	1	3902470	1	3897947	3902470
3906604	1	3909142	1	3906604	3909142
3909925	1	3912258	1	3909925	3912258
3916246	1	3916857	-1	3916246	3916857
3929349	1	3936009	-1	3929349	3936009
3933690	1	3936009	-1	3929349	3936009
3929349	1	3936009	-1	3929349	3936009
3933823	1	3936009	-1	3929349	3936009
3944097	1	3944983	-1	3944097	3944983
3950252	1	3950380	-1	3950252	3950380
3957917	1	3958552	-1	3957917	3958552
3975405	1	3976583	1	3975405	3976583
4004289	1	4005999	1	4004289	4005999
4014713	1	4023793	1	4014713	4023793
4025132	1	4030964	-1	4025132	4030964
4032781	1	4035206	-1	4032781	4035206
4045407	1	4048980	-1	4045407	4048980
4050457	1	4054657	-1	4050457	4054657
4055998	1	4057549	-1	4055998	4057549
4061511	1	4061840	1	4061511	4061840
4067460	1	4067777	-1	4067460	4067777
4071790	1	4074084	-1	4071790	4074084
4075933	1	4080668	-1	4075933	4080668
4084027	1	4085414	-1	4084027	4085414
4098426	1	4101440	-1	4098426	4101440
4115477	1	4118155	1	4115477	4118155
4118837	1	4120126	-1	4118837	4120126
4121866	1	4122993	1	4121866	4122993
4124787	1	4131784	-1	4124787	4131784
4135363	1	4136676	-1	4135363	4136676
4140711	1	4141811	1	4140711	4141811
4145185	1	4147259	-1	4145185	4147259
4153849	1	4154523	1	4153849	4154523
4155422	1	4156469	-1	4155422	4156469
4157584	1	4163283	-1	4157584	4163283
4177439	1	4180430	-1	4177439	4180430
4180744	1	4181067	1	4180744	4181067
4188503	1	4193502	-1	4188503	4193502
4195661	1	4197391	1	4195661	4197391
4202487	1	4203807	1	4202487	4203807
4205368	1	4210264	-1	4205368	4210264
4224222	1	4228455	-1	4224222	4228455
4235602	1	4237257	1	4235602	4237257
4246939	1	4248701	1	4246939	4248701
4268795	1	4269323	-1	4268795	4269323
4271171	1	4272800	1	4271171	4272800
4275514	1	4279485	1	4275514	4279485
4279791	1	4286634	-1	4279791	4286634
4299735	1	4302038	-1	4299735	4302038
4319632	1	4325298	-1	4319632	4325298
4327800	1	4330263	1	4327800	4330263
4332558	1	4337037	1	4332558	4337037
4342412	1	4342921	1	4342412	4342921
4363299	1	4365934	-1	4363299	4365934
4367108	1	4370666	-1	4367108	4370666
4370981	1	4373360	1	4370981	4373360
4380255	1	4381138	1	4380255	4381138
4381355	1	4385055	-1	4381355	4385055
4391928	1	4394027	-1	4391928	4394027
4401463	1	4403034	1	4401463	4403034
4405219	1	4407039	-1	4405219	4407039
4413666	1	4415764	1	4413666	4415764
4416363	1	4421033	1	4416363	4421033
4422592	1	4432368	-1	4422592	4432368
4436948	1	4438482	1	4436948	4438482
4440378	1	4442183	1	4440378	4442183
4444286	1	4450647	1	4444286	4450647
4446481	1	4450647	1	4444286	4450647
4450818	1	4451357	-1	4450818	4451357
4451553	1	4453966	1	4451553	4453974
4451553	1	4453974	1	4451553	4453974
4454695	1	4454823	-1	4454695	4454823
4454856	1	4455449	-1	4454856	4455449
4455816	1	4456438	-1	4455816	4456438
4457113	1	4457857	-1	4457113	4457857
4460355	1	4461248	1	4460355	4461248
4463665	1	4464105	1	4463665	4464105
4466054	1	4468148	-1	4466054	4468148
4486805	1	4490212	-1	4486805	4490212
4503175	1	4511350	-1	4503175	4511350
4513544	1	4516563	-1	4513544	4516563
4520732	1	4521872	-1	4520732	4521872
4522051	1	4522224	-1	4522051	4522224
4523610	1	4528153	1	4523610	4528153
4528662	1	4529747	-1	4528662	4529747
4535386	1	4536390	-1	4535386	4536390
4536795	1	4537371	-1	4536795	4537371
4538876	1	4539511	-1	4538876	4539511
4540532	1	4540939	1	4540532	4540939
4542395	1	4545843	-1	4542395	4545843
4553156	1	4556472	1	4553156	4556472
4556531	1	4560645	-1	4556531	4560645
4556531	1	4559290	-1	4556531	4560645
4562672	1	4568352	1	4562672	4568352
4568840	1	4572361	1	4568840	4572361
4572575	1	4577038	-1	4572575	4577190
4572575	1	4577190	-1	4572575	4577190
4581252	1	4583579	1	4581252	4583579
4589442	1	4589954	-1	4589442	4589954
4591077	1	4591600	-1	4591077	4591600
4593603	1	4594145	-1	4593603	4594145
4620645	1	4627469	1	4620645	4627469
4640916	1	4655862	-1	4640916	4655862
4656840	1	4657367	-1	4656840	4657367
4658138	1	4660111	-1	4658138	4660111
4661698	1	4669143	1	4661698	4669143
4672715	1	4673686	1	4672715	4673686
4675588	1	4682084	1	4675588	4682084
4692744	1	4694153	1	4692744	4694153
4698206	1	4699126	-1	4698206	4699126
4701084	1	4707057	-1	4701084	4707057
4711297	1	4712750	1	4711297	4712750
4714425	1	4716994	1	4714425	4716994
4718476	1	4719380	-1	4718476	4719380
4722615	1	4726021	1	4722615	4726021
4727999	1	4730994	1	4727999	4730994
4763330	1	4766955	1	4763330	4766955
4771888	1	4775943	-1	4771888	4775943
4776757	1	4785223	-1	4776757	4785223
4787020	1	4790098	-1	4787020	4790098
4792583	1	4793173	-1	4792583	4793173
4802853	1	4806027	-1	4802853	4806027
4802853	1	4806027	-1	4802853	4806027
4802853	1	4806027	-1	4802853	4806027
4802853	1	4806027	-1	4802853	4806027
4808257	1	4808733	1	4808257	4808733
4831228	1	4833073	-1	4831228	4833073
4833775	1	4834786	-1	4833775	4834786
4869397	1	4870796	-1	4869397	4870796
4871757	1	4873472	1	4871757	4873472
4879390	1	4883121	-1	4879390	4883121
4879390	1	4883121	-1	4879390	4883121
4888604	1	4893566	1	4888604	4893566
4893961	1	4897291	-1	4893961	4897291
4899107	1	4901570	1	4899107	4901570
4902730	1	4904088	-1	4902730	4904088
4906979	1	4922927	-1	4906979	4922927
4926353	1	4934348	-1	4926353	4934348
4937368	1	4938519	1	4937368	4938519
4943696	1	4949378	1	4943696	4949378
4958049	1	4959178	1	4958049	4959178
4966133	1	4967341	1	4966133	4967341
4989413	1	4991859	-1	4989413	4991859
4994176	1	4998051	-1	4994176	4998051
5003090	1	5006464	1	5003090	5006464
5012234	1	5013582	1	5012234	5013582
5019252	1	5019919	-1	5019252	5019919
5021760	1	5022585	1	5021760	5022585
5025674	1	5026843	-1	5025674	5026843
5036646	1	5039998	-1	5036646	5039998
5037572	1	5039998	-1	5036646	5039998
5040251	1	5055498	1	5040251	5055498
5057892	1	5062304	1	5057892	5062304
5064588	1	5067480	1	5064588	5067480
5068555	1	5069917	-1	5068555	5069917
5070285	1	5074018	-1	5070285	5074018
5077133	1	5081552	1	5077133	5081552
5082067	1	5085448	1	5082067	5085448
5086687	1	5089989	1	5086687	5089989
5091109	1	5094497	1	5091093	5094497
5091093	1	5094497	1	5091093	5094497
5091093	1	5094497	1	5091093	5094497
5091109	1	5094497	1	5091093	5094497
5095313	1	5098154	1	5095313	5098154
5105602	1	5107076	1	5105602	5107076
5112436	1	5112831	1	5112436	5112831
5116027	1	5117368	-1	5116027	5117368
5127981	1	5131745	1	5127981	5131745
5142282	1	5143286	-1	5142282	5143286
5155757	1	5159376	1	5155734	5159376
5155734	1	5159376	1	5155734	5159376
5182728	1	5184398	-1	5182728	5184398
5228081	1	5231041	-1	5228081	5231041
5238341	1	5238811	-1	5238341	5238811
5242205	1	5243024	-1	5242205	5243024
5248603	1	5251092	1	5248603	5251092
5251673	1	5252287	1	5251673	5252287
5255125	1	5256866	1	5255125	5256866
5270502	1	5271287	1	5270502	5271287
5272630	1	5275218	-1	5272630	5275218
5278092	1	5280392	-1	5278092	5280392
5282117	1	5285330	1	5282117	5285330
5288292	1	5290441	1	5288292	5290441
5291669	1	5294479	-1	5291669	5294479
5295358	1	5298595	-1	5295358	5298595
5301533	1	5306109	-1	5301533	5306109
5308932	1	5311249	1	5308932	5311249
5312959	1	5313240	-1	5312959	5313240
5317133	1	5317360	1	5317133	5317360
5319688	1	5320320	-1	5319688	5320320
5372958	1	5374296	1	5372958	5374296
5376660	1	5382143	1	5376660	5382143
5382575	1	5387035	-1	5382575	5387035
5391811	1	5393432	-1	5391811	5393432
5398268	1	5400918	1	5398268	5400918
5402114	1	5404952	1	5402114	5404952
5406070	1	5407909	-1	5406070	5407909
5418435	1	5419988	-1	5418435	5419988
5420677	1	5422854	-1	5420677	5422854
5424313	1	5425668	1	5424313	5425668
5430716	1	5440387	1	5430716	5440387
5441866	1	5444958	1	5441866	5444958
5447215	1	5453457	-1	5447215	5453457
5456847	1	5459721	1	5456847	5459721
5459706	1	5466093	-1	5459706	5466682
5459706	1	5466682	-1	5459706	5466682
5475409	1	5481138	1	5475409	5481138
5481338	1	5482618	-1	5481338	5482618
5490226	1	5493060	-1	5490226	5493060
5500717	1	5516501	-1	5500717	5516501
5519163	1	5519600	1	5519163	5519600
5520941	1	5524505	-1	5520941	5524505
5525940	1	5529818	-1	5525940	5529818
5531245	1	5533448	-1	5531245	5533448
5533720	1	5536131	1	5533720	5536131
5538647	1	5539155	1	5538647	5539155
5540868	1	5542216	-1	5540868	5542216
5547298	1	5547699	1	5547298	5547699
5548912	1	5554024	-1	5548912	5554024
5554841	1	5558999	-1	5554841	5558999
5565329	1	5567563	1	5565329	5567563
5568090	1	5569915	-1	5568090	5569915
5573481	1	5591096	1	5573481	5591096
5593301	1	5596326	1	5593301	5596326
5593301	1	5596326	1	5593301	5596326
5598690	1	5601730	-1	5598690	5601730
5607394	1	5607903	1	5607394	5607903
5609059	1	5610097	1	5609059	5610097
5613095	1	5615468	-1	5613095	5615468
5623783	1	5628847	1	5618950	5628847
5618950	1	5628847	1	5618950	5628847
5618950	1	5628847	1	5618950	5628847
5637302	1	5641217	-1	5637302	5641217
5648729	1	5656060	-1	5648729	5656060
5664503	1	5668702	1	5664503	5668702
5673919	1	5675279	1	5673919	5675279
5681080	1	5682777	1	5681080	5682777
5690711	1	5691475	1	5690711	5691475
5691844	1	5694726	-1	5691844	5694726
5698026	1	5699960	1	5698026	5699960
5700310	1	5702349	-1	5700310	5702349
5704660	1	5707101	-1	5704660	5707101
5711520	1	5721678	-1	5711520	5721678
5729963	1	5731337	1	5729963	5731337
5745375	1	5748469	1	5745375	5748469
5761602	1	5765387	1	5761602	5765387
5768728	1	5772327	-1	5768728	5772327
5809337	1	5811799	-1	5809337	5811799
5814004	1	5814603	-1	5814004	5814603
5839176	1	5840549	-1	5839176	5840549
5852334	1	5852807	-1	5852334	5852807
5861513	1	5864092	1	5861513	5864092
5865377	1	5865919	1	5865377	5865919
5866682	1	5870257	-1	5866682	5870257
5866682	1	5870257	-1	5866682	5870257
5878636	1	5881248	1	5878636	5881248
5881810	1	5885185	1	5881810	5885185
5892527	1	5896318	1	5892527	5896318
5899648	1	5900674	-1	5899648	5900674
5910018	1	5911065	-1	5910018	5911065
5911838	1	5914380	-1	5911838	5914380
5916026	1	5916940	1	5916026	5916940
5917267	1	5919767	-1	5917267	5919767
5927696	1	5931369	1	5927696	5931369
5927696	1	5929570	1	5927696	5931369
5934716	1	5936810	1	5934716	5936810
5939412	1	5941421	-1	5939412	5941421
5944461	1	5944772	-1	5944461	5944772
5945813	1	5952018	-1	5945813	5952018
5960874	1	5965585	1	5960874	5965585
5965688	1	5966446	-1	5965688	5966446
5970965	1	5973757	-1	5970965	5973757
5985783	1	5987809	1	5985783	5987809
5989393	1	5990274	1	5989393	5990274
6006430	1	6009659	1	6006430	6009659
6010554	1	6013637	-1	6010554	6013637
6014988	1	6018128	-1	6014988	6018128
6030838	1	6032260	1	6030838	6032260
6040033	1	6047051	-1	6040033	6047051
6054669	1	6056711	-1	6054669	6056711
6054669	1	6056711	-1	6054669	6056711
6067483	1	6073681	-1	6067483	6073681
6081308	1	6090466	1	6081308	6090466
6093408	1	6094709	-1	6093408	6094709
6098841	1	6100222	1	6098841	6100222
6111426	1	6113273	-1	6111426	6113273
6131487	1	6131687	1	6131487	6131687
6136724	1	6138996	-1	6136724	6138996
6144618	1	6146694	1	6144618	6146694
6152031	1	6154988	-1	6152031	6154988
6163968	1	6165662	1	6163968	6165662
6170452	1	6170898	-1	6170452	6170898
6181093	1	6184339	-1	6181093	6184339
6189705	1	6191143	-1	6189705	6191143
6197938	1	6202302	-1	6197938	6202302
6213161	1	6215929	1	6213161	6215929
6224258	1	6225765	1	6224258	6225765
6227929	1	6235174	1	6227929	6235174
6236249	1	6240404	-1	6236249	6240404
6243512	1	6246189	-1	6243512	6246189
6254566	1	6258587	1	6254566	6258587
6266111	1	6268674	1	6266111	6268674
6278696	1	6279019	1	6278696	6279019
6286303	1	6288371	1	6286303	6288371
6296668	1	6297076	1	6296668	6297076
6303337	1	6303582	1	6303337	6303582
6305964	1	6308707	1	6305964	6308707
6309031	1	6311727	1	6309031	6311727
6314894	1	6315749	1	6314894	6315749
6317297	1	6320330	-1	6317297	6320330
6322657	1	6328751	1	6322657	6328751
6330067	1	6333125	1	6330067	6333125
6333799	1	6334231	-1	6333799	6334231
6337660	1	6339550	-1	6337660	6339550
6359214	1	6361113	-1	6359214	6361113
6364190	1	6366393	-1	6364190	6366393
6375714	1	6378421	1	6375714	6378421
6379597	1	6382876	-1	6379597	6382876
6404709	1	6407228	1	6404709	6407228
6409224	1	6411141	-1	6409224	6411141
6417288	1	6419828	1	6417288	6419828
6420226	1	6422321	-1	6420226	6422321
6424415	1	6427036	-1	6424415	6427036
6425091	1	6427036	-1	6424415	6427036
6455050	1	6457514	-1	6455050	6457514
6455050	1	6457232	-1	6455050	6457514
