# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
2	23363818	-1
2	23363818	-1
2	23363818	-1
8	43524626	1
8	43524626	1
8	43524626	1
8	43524626	1
8	45455190	1
4	58336381	-1
4	58336381	-1
4	58336381	-1
4	58336381	-1
4	58336381	-1
4	58336381	-1
2	2858959	1
7	58537878	1
7	58537878	1
7	58537878	1
7	58537878	1
7	58537878	1
7	58537878	1
7	58537878	1
3	60834624	-1
3	60834624	-1
3	60834624	-1
7	18377666	1
7	18377666	1
7	18377666	1
10	4748257	1
2	62383481	-1
10	2060947	-1
10	2060947	-1
2	1560026	1
1	57240675	1
5	11743214	1
9	57688588	1
2	77213539	-1
10	48619857	1
2	77426407	-1
1	13642313	-1
1	13642313	-1
1	13642313	-1
1	13642313	-1
2	135092	-1
2	135092	-1
5	2410149	1
10	6582320	1
3	66701970	1
5	59474035	-1
2	63959276	-1
2	63959276	-1
9	1238496	-1
1	10334467	1
5	61530731	1
5	61530731	1
1	20889232	1
2	8017203	1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
9	54704543	-1
7	8090978	-1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
3	74007622	1
7	55204467	1
7	55204467	1
7	55204467	1
7	55204467	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
4	5239640	1
8	51121336	-1
8	51121336	-1
10	5389692	-1
2	20876286	1
2	20876286	1
2	20876286	1
7	14568604	1
6	2664916	-1
10	19731916	1
6	42710718	-1
3	44662860	1
3	44662860	1
3	53058342	-1
2	75111581	1
1	71529505	1
3	60377259	-1
2	61073626	1
4	66561339	1
10	5300226	-1
10	5300226	-1
5	956786	1
5	956786	1
5	956786	1
2	64883056	1
2	64883056	1
3	60679929	1
3	60679929	1
3	60679929	1
3	60679929	1
3	60679929	1
3	60679929	1
3	60679929	1
4	54739708	-1
4	54739708	-1
3	12379412	-1
3	54800709	1
5	15206169	-1
5	15206169	-1
5	15206169	-1
3	5119736	1
3	7422257	1
10	1553170	-1
10	1553170	-1
10	1553170	-1
7	2643089	-1
7	2643089	-1
7	2643089	-1
7	2643089	-1
7	2643089	-1
7	2643089	-1
7	2643089	-1
2	77508336	-1
1	17071539	-1
1	17071539	-1
1	17071539	-1
2	77692477	1
4	2762638	1
4	647327	1
1	53723236	-1
2	672320	-1
4	61520975	1
4	18960083	1
3	52879966	-1
3	52879966	-1
1	5929570	1
1	5929570	1
1	5929570	1
1	5929570	1
10	9654977	1
10	11734418	1
2	66304872	-1
3	4035400	-1
1	58560231	-1
1	58560231	-1
1	58560231	-1
1	58560231	-1
1	58560231	-1
6	48015213	1
6	48015213	1
6	48015213	1
6	48015213	1
6	48015213	1
3	28877458	-1
6	56510547	-1
7	61010009	1
8	3027123	-1
8	3027123	-1
8	3027123	-1
8	3027123	-1
2	66567647	1
7	60752969	1
6	55104377	1
3	57495124	-1
3	57495124	-1
9	58494165	1
6	46426657	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	46625075	-1
3	73975400	-1
3	73975400	-1
3	73975400	-1
3	73975400	-1
3	73975400	-1
5	1604650	-1
3	45980853	-1
8	53049078	1
2	8260499	1
4	67862639	-1
3	68167005	-1
7	62193764	1
7	62193764	1
7	62193764	1
3	60145862	-1
9	52935403	1
9	52935403	1
9	52935403	1
9	52935403	1
9	52935403	1
5	57089740	1
4	63862502	-1
2	6103528	1
6	57676577	1
6	57676577	1
4	65611024	1
1	72612315	1
1	11525801	-1
1	11525801	-1
2	14686855	1
2	14686855	1
2	14686855	1
2	14686855	1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
4	47189981	-1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
1	72217200	1
5	61591939	1
9	55884600	1
9	55884600	1
9	55884600	1
9	55884600	1
1	20747145	1
8	48758465	-1
8	48758465	-1
8	48758465	-1
8	48758465	-1
8	48758465	-1
8	48758465	-1
6	2293785	-1
1	51747231	-1
1	51747231	-1
4	16414353	-1
8	49332424	1
2	64272723	-1
5	42381877	-1
3	60414751	1
3	60414751	1
4	50725760	1
7	12289574	1
7	55330041	-1
3	8974149	-1
3	8974149	-1
3	8974149	-1
7	56153758	1
5	15888794	-1
1	65005611	-1
3	28949081	-1
3	28949081	-1
9	55576770	-1
5	3330650	1
6	55051819	-1
1	4405219	-1
2	9135648	-1
10	17944505	1
10	17944505	1
10	17944505	1
10	17944505	1
10	17944505	1
9	732811	1
9	732811	1
9	732811	1
9	732811	1
9	732811	1
9	732811	1
9	732811	1
9	732811	1
9	57444578	-1
1	70389029	-1
10	59688020	-1
6	56444350	-1
6	56444350	-1
6	56444350	-1
6	56444350	-1
6	56444350	-1
6	56444350	-1
4	7511318	-1
10	16985	-1
10	16985	-1
10	16985	-1
9	3853278	1
9	3853278	1
9	3853278	1
9	3853278	1
4	64768449	1
8	48758465	-1
8	48758465	-1
8	48758465	-1
8	48758465	-1
8	48758465	-1
5	52693378	1
5	52693378	1
5	52693378	1
5	52693378	1
3	20584074	-1
4	10981101	1
4	10981101	1
3	64046228	1
3	64046228	1
3	64046228	1
3	64046228	1
3	64046228	1
1	72215200	-1
1	72215200	-1
1	72215200	-1
1	72215200	-1
1	72215200	-1
1	72215200	-1
1	72215200	-1
1	72215200	-1
4	55071295	1
7	2868002	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
8	186966	-1
1	7001493	1
1	7001493	1
1	7001493	1
1	7001493	1
1	7001493	1
7	58833347	1
1	62361990	1
3	73922143	1
3	73922143	1
3	73922143	1
2	77422753	-1
3	64800667	1
3	73836048	-1
1	73065344	-1
1	73065344	-1
1	73065344	-1
3	7119595	-1
1	8371829	1
1	8371829	1
1	8371829	1
1	8371829	1
3	5397361	1
3	5397361	1
8	9729036	1
1	73062869	-1
1	73062869	-1
1	73062869	-1
10	10094720	-1
2	1911069	1
10	42821797	-1
10	42821797	-1
10	42821797	-1
10	42821797	-1
10	55160585	1
8	47852086	1
2	2399342	-1
4	52729239	-1
1	31482274	1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
3	46626468	-1
7	56806470	1
2	73684503	-1
1	17067702	-1
4	50851407	1
4	50851407	1
10	15447552	1
10	15447552	1
10	15447552	1
10	15447552	1
5	61174687	1
5	61174687	1
10	8760555	1
3	64247271	-1
3	64247271	-1
3	64247271	-1
3	64247271	-1
3	64247271	-1
3	64247271	-1
3	64247271	-1
3	64247271	-1
1	66883390	-1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
1	54241230	1
6	44461560	1
6	44461560	1
6	44461560	1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	45386493	-1
2	747225	-1
2	747225	-1
2	747225	-1
9	49182043	-1
1	59436241	-1
4	61116356	1
4	61116356	1
2	72629257	-1
2	72629257	-1
2	72629257	-1
3	54669264	1
3	54669264	1
4	2278882	1
4	2278882	1
1	2754938	1
1	2754938	1
1	2754938	1
10	3669996	-1
6	45804484	1
6	45804484	1
6	45804484	1
6	45804484	1
6	45804484	1
1	3357587	1
1	60552691	-1
1	60552691	-1
4	50086298	1
2	51681564	-1
2	4039144	-1
2	4039144	-1
6	340117	-1
2	68433116	-1
4	8013624	-1
1	15173276	1
1	15173276	1
1	15173276	1
1	15173276	1
1	15173276	1
7	56590677	1
10	106565	1
10	106565	1
3	1171416	1
6	56642537	-1
4	50151559	1
1	50769326	1
10	35138472	1
10	35138472	1
10	35138472	1
10	35138472	1
8	48895738	1
1	63243644	-1
1	63243644	-1
1	71259955	1
7	62676912	1
2	75967631	-1
2	75967631	-1
2	75967631	-1
4	635738	-1
4	635738	-1
6	62080620	1
6	62080620	1
6	62080620	1
6	62080620	1
2	64018798	1
2	64018798	1
1	56509299	-1
6	44891111	1
8	753434	1
1	49424678	1
8	7514127	1
7	60583956	1
2	61401202	-1
2	61401202	-1
10	6654806	1
3	70654174	1
3	70654174	1
3	70654174	1
3	70654174	1
2	56917444	1
10	1250677	1
10	1250677	1
10	1250677	1
10	1250677	1
10	1250677	1
10	1250677	1
10	1250677	1
10	1250677	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
7	16497165	1
10	59037297	1
10	59037297	1
10	59037297	1
10	59037297	1
10	59037297	1
10	6126720	1
1	52576982	1
1	52576982	1
1	61917425	-1
4	61776205	-1
8	54989088	-1
1	52860563	1
4	65892106	-1
7	2599278	-1
6	39704438	-1
6	39704438	-1
6	39704438	-1
6	39704438	-1
6	39704438	-1
9	938688	-1
4	49242076	-1
4	49242076	-1
4	49242076	-1
4	49242076	-1
2	70763839	-1
10	54914314	-1
10	54914314	-1
3	28875124	-1
5	12464598	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
1	4572575	-1
9	12107161	1
9	12107161	1
8	55041065	-1
5	54442464	1
2	8451464	1
5	1160505	-1
8	54721165	-1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
1	63565347	1
2	74122512	1
2	74122512	1
10	9548416	-1
10	9548416	-1
10	9548416	-1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
2	58751849	1
10	51433347	1
2	51637516	-1
5	53042519	1
1	11623001	-1
1	11623001	-1
1	19003167	1
1	19003167	1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
10	3658365	-1
4	54344869	-1
4	54344869	-1
4	54344869	-1
4	1425612	1
4	1425612	1
3	53734206	-1
3	862645	-1
7	14916673	-1
3	59060795	1
3	59060795	1
1	69241529	-1
10	19315848	-1
10	19315848	-1
10	19315848	-1
10	19315848	-1
10	19315848	-1
6	48771239	-1
2	65377587	-1
3	5332832	1
1	110179	-1
4	5215180	1
4	5215180	1
4	5215180	1
4	5215180	1
1	56739986	1
1	56739986	1
3	57781391	1
1	63248332	-1
6	47309385	1
1	52307333	-1
1	52307333	-1
1	52307333	-1
1	52307333	-1
1	52307333	-1
3	53781657	1
3	53781657	1
3	53781657	1
1	2290085	-1
1	62439343	-1
10	5842110	1
3	66262234	-1
4	1059408	-1
9	2002837	1
4	1319419	-1
4	2233226	-1
4	54552553	1
4	54552553	1
6	45485804	-1
2	61126840	1
1	50340141	1
2	59447944	1
2	59447944	1
7	1197239	-1
1	52427410	-1
9	11284136	1
4	61995760	1
4	8736591	1
4	8736591	1
4	8736591	1
4	8736591	1
6	51349287	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
6	40498431	1
10	43505281	-1
8	3341195	1
2	15223592	1
7	57922904	-1
4	13952820	-1
4	13952820	-1
4	13952820	-1
4	67587978	1
2	73842181	-1
3	11349739	1
3	11349739	1
2	70480849	1
1	68023324	1
10	57329867	-1
7	55925794	1
1	58112415	-1
10	48080874	1
8	16093068	1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
3	486511	-1
7	59744100	1
1	54325348	1
1	54325348	1
1	54325348	1
1	54325348	1
1	54325348	1
1	54325348	1
1	54325348	1
3	993735	-1
3	993735	-1
3	993735	-1
3	993735	-1
3	58392122	1
1	70731503	1
3	41148229	1
2	69237697	1
2	69237697	1
2	69237697	1
2	69237697	1
2	76371840	1
9	2394698	1
3	5133008	-1
1	3320520	1
5	2375272	-1
4	49886752	1
4	49886752	1
4	49886752	1
4	49886752	1
4	49886752	1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	11971214	-1
7	16768859	1
7	16768859	1
2	52022333	1
8	53447465	-1
6	48550609	1
1	2491362	1
1	2491362	1
1	2491362	1
1	2491362	1
1	2491362	1
1	2491362	1
6	48585729	1
6	48585729	1
9	47399217	-1
6	37886449	-1
2	77198483	1
4	48848538	1
1	9840633	-1
3	598760	1
3	598760	1
3	598760	1
3	598760	1
3	598760	1
3	15000404	-1
2	6773694	-1
8	45897314	-1
9	7611892	-1
9	7611892	-1
9	7611892	-1
9	7611892	-1
9	7611892	-1
2	71271143	-1
6	25945543	-1
1	22419583	-1
9	57926434	-1
2	69890749	1
2	69890749	1
2	71073705	-1
2	71073705	-1
2	71073705	-1
2	71073705	-1
2	71073705	-1
2	71073705	-1
8	2051083	1
8	2051083	1
8	2051083	1
6	1638389	1
6	1638389	1
6	1638389	1
6	1638389	1
10	9790776	-1
10	9790776	-1
10	9790776	-1
3	55648533	1
1	4464105	1
10	46444645	1
7	5826873	-1
2	73634789	1
10	58596831	-1
3	67977546	1
1	8004598	1
1	8004598	1
5	14707119	1
6	58105454	-1
8	3648701	1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
1	1506608	-1
6	15304637	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
9	2809029	-1
1	20744940	1
10	5365065	-1
10	55242078	1
10	55242078	1
10	55242078	1
1	49475358	-1
1	49475358	-1
1	49475358	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
9	6255538	-1
10	1770560	1
1	6279019	1
10	7519172	-1
10	13599584	-1
3	68291241	1
5	4297475	1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
6	51479500	-1
10	5414522	-1
10	5414522	-1
10	5414522	-1
10	5414522	-1
10	5414522	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
9	53412714	-1
2	70999794	-1
1	58917835	1
6	41316972	1
9	45773729	1
2	13602959	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
1	64801808	1
5	10351941	1
5	10351941	1
5	10351941	1
5	10351941	1
5	10351941	1
9	59179686	-1
9	59179686	-1
9	59179686	-1
9	59179686	-1
2	65399042	-1
1	60719522	-1
1	65160920	-1
1	65160920	-1
2	2832841	-1
9	57561977	1
5	56998690	-1
5	56998690	-1
5	56998690	-1
5	56998690	-1
5	56998690	-1
5	56998690	-1
5	56998690	-1
5	56998690	-1
9	4154863	1
3	818893	1
1	21197927	-1
1	21197927	-1
1	21197927	-1
1	21197927	-1
9	5569217	-1
9	5569217	-1
9	5569217	-1
3	57861242	1
2	53688481	1
1	71704667	1
1	71704667	1
1	71704667	1
1	17636893	1
6	51381086	1
6	51381086	1
10	2656184	1
10	2656184	1
10	2656184	1
10	2656184	1
10	2656184	1
10	2656184	1
10	2656184	1
7	42745467	1
7	42745467	1
10	8763169	-1
2	55228185	-1
2	55228185	-1
6	47215191	-1
9	6991575	1
9	6991575	1
9	6991575	1
9	6991575	1
5	8251935	-1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
7	37946752	1
4	53909798	-1
3	1315974	1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
1	58134476	-1
2	74172787	1
2	73143929	1
2	73143929	1
3	60576516	1
3	7094241	1
1	58629295	-1
1	58629295	-1
1	58629295	-1
1	58629295	-1
6	40866	-1
6	40866	-1
6	40866	-1
6	305095	1
8	2488812	-1
3	67015691	1
7	593107	-1
3	38391960	-1
8	52536990	1
4	6179056	1
4	6179056	1
8	46780102	1
6	46501904	1
4	60126352	1
4	60126352	1
4	60126352	1
2	74213281	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
3	58606162	-1
4	53624836	-1
4	53624836	-1
2	51051200	-1
2	76199490	-1
10	60045092	-1
1	63492310	1
1	63492310	1
1	63492310	1
1	63492310	1
1	63492310	1
1	63492310	1
1	63492310	1
7	6490367	1
3	52196130	1
3	52196130	1
3	52196130	1
3	52196130	1
3	52196130	1
3	52196130	1
3	52196130	1
3	52196130	1
3	71703086	-1
2	68409573	1
2	68409573	1
3	67150642	1
3	71088001	1
10	55371778	-1
2	488699	1
9	38366644	1
8	656632	1
8	656632	1
1	70375937	-1
6	53972258	1
6	55175480	1
2	75663261	-1
6	45300954	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
10	5077483	-1
9	2808363	1
2	61887465	-1
6	47534578	1
6	47534578	1
7	2029185	-1
7	2029185	-1
7	2029185	-1
7	2029185	-1
7	2029185	-1
7	57807596	-1
6	4181898	1
6	4181898	1
6	4181898	1
6	4181898	1
6	4181898	1
6	4181898	1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
2	68774419	-1
1	14898643	-1
2	72723269	-1
2	61811988	1
5	59916571	-1
5	59916571	-1
2	558575	-1
6	49483406	1
1	3846987	-1
7	3056087	1
3	19277673	1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
2	52013676	-1
9	51503072	1
9	51503072	1
9	51503072	1
2	64153684	-1
2	64153684	-1
2	5025376	-1
2	5025376	-1
2	5025376	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
3	5400587	-1
3	5400587	-1
3	5400587	-1
3	5400587	-1
3	5400587	-1
4	63406705	1
2	5289775	1
10	56288697	-1
10	56288697	-1
10	56288697	-1
10	56288697	-1
10	56288697	-1
7	2082401	1
8	15741922	-1
6	5311771	-1
6	5311771	-1
5	2774110	-1
10	58253334	1
6	39193366	1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
2	4121593	-1
3	5484489	1
3	5484489	1
7	9055310	1
7	9055310	1
7	9055310	1
7	9055310	1
7	9055310	1
4	10116728	-1
4	10116728	-1
3	7148072	-1
3	10111295	1
3	10570626	-1
1	59429386	-1
1	10165306	-1
1	10165306	-1
1	10165306	-1
1	10165306	-1
1	10165306	-1
1	10165306	-1
1	10165306	-1
1	51303805	1
2	23368991	-1
2	23368991	-1
2	23368991	-1
2	8705629	-1
2	8705629	-1
1	3220062	-1
7	591292	-1
7	6733530	1
7	6733530	1
7	6733530	1
7	6733530	1
7	6733530	1
7	6733530	1
7	6733530	1
7	6733530	1
7	30886174	-1
7	30886174	-1
3	4107962	-1
3	4107962	-1
3	4107962	-1
3	64750209	1
3	64750209	1
10	60192762	-1
10	60192762	-1
10	60192762	-1
10	60192762	-1
10	60192762	-1
10	60192762	-1
10	60192762	-1
8	3997184	1
2	31167263	1
2	31167263	1
2	31167263	1
3	5863240	-1
3	5863240	-1
9	2592171	1
1	12611930	-1
1	12611930	-1
1	12611930	-1
1	12611930	-1
9	53724089	1
10	5375677	1
1	69038763	-1
6	53383668	-1
6	53383668	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
3	62698868	-1
1	63148795	1
1	63148795	1
7	16069603	1
8	44009641	1
8	44009641	1
8	44009641	1
8	15822613	1
1	68413811	-1
9	410521	1
9	410521	1
9	410521	1
9	410521	1
6	57999164	-1
4	53324872	1
7	7426916	1
7	7426916	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
9	56690207	1
3	61731274	1
3	61731274	1
3	61731274	1
3	61731274	1
5	19663107	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
7	59108697	-1
2	68799274	1
2	68799274	1
7	58426692	-1
10	1244582	1
10	1244582	1
6	14110002	-1
6	14110002	-1
2	68610029	-1
8	726612	1
3	57102385	1
3	57102385	1
3	57102385	1
3	57102385	1
3	57102385	1
3	7152230	-1
10	53903777	1
6	58389535	-1
3	4341030	-1
7	61706439	-1
8	1871894	-1
1	30042484	-1
1	30042484	-1
1	69024699	1
4	38364004	1
4	38364004	1
4	38364004	1
3	60296399	1
3	60296399	1
4	62479486	1
2	68112494	-1
2	68112494	-1
2	68112494	-1
2	68112494	-1
2	68112494	-1
2	68112494	-1
2	68112494	-1
2	68112494	-1
9	47481410	1
6	61781146	-1
6	61781146	-1
4	66958912	1
4	66958912	1
6	44534306	1
9	468531	-1
1	7977392	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
9	12743436	1
2	61724186	1
2	61724186	1
2	61724186	1
2	61724186	1
2	73167180	-1
1	11690231	-1
2	65373719	-1
1	72246758	-1
4	1616418	-1
9	11677920	1
9	11677920	1
9	11677920	1
9	11677920	1
9	11677920	1
8	49225416	1
9	57211518	1
9	57211518	1
7	5499793	-1
3	57798716	-1
1	1965330	1
1	1965330	1
1	18998460	1
1	18998460	1
3	65458431	-1
1	12651088	1
6	950097	-1
1	6425091	-1
1	6425091	-1
1	6425091	-1
1	6425091	-1
1	6425091	-1
1	6425091	-1
2	4015369	-1
8	49032205	1
9	52116620	-1
9	52116620	-1
2	10270494	-1
7	8422709	-1
7	8422709	-1
7	8422709	-1
2	63432909	1
4	55219206	-1
9	7388521	-1
1	4071790	-1
1	4071790	-1
5	1795911	-1
9	59491385	-1
9	59491385	-1
1	61443659	1
9	52794183	-1
9	52794183	-1
9	52794183	-1
9	52794183	-1
9	52794183	-1
9	52794183	-1
9	52794183	-1
9	52794183	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
2	51006461	-1
4	929347	-1
4	929347	-1
4	929347	-1
8	2742162	-1
1	11627412	-1
4	60429598	-1
1	67612260	-1
1	67612260	-1
1	67612260	-1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
5	1333457	1
1	60163344	-1
1	60163344	-1
8	1298553	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
1	50890807	1
3	3803184	1
10	57041504	1
1	10087964	-1
1	10087964	-1
1	10087964	-1
1	10087964	-1
1	10087964	-1
1	10087964	-1
6	52976344	1
6	52523279	-1
7	55957305	1
7	55957305	1
7	55957305	1
7	55957305	1
7	55957305	1
2	70464237	1
5	61456456	1
5	61456456	1
4	881207	-1
4	881207	-1
5	5711454	-1
5	5711454	-1
5	5711454	-1
5	5711454	-1
5	4756481	1
1	4454856	-1
3	62823132	1
9	25900799	1
9	25900799	1
9	25900799	1
9	25900799	1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	22460388	-1
2	69735034	-1
1	8933706	1
7	61235564	-1
4	52724917	-1
2	69161577	-1
2	69161577	-1
2	69161577	-1
1	64887372	1
1	48536375	-1
1	48536375	-1
1	48536375	-1
1	48536375	-1
7	1318277	-1
